sim_time; tb3_0?world_linear_velocity/x; tb3_0?world_linear_velocity/y;; tb3_1?world_linear_velocity/x; tb3_1?world_linear_velocity/y
130,722;-0,000455939;-0,00039352;6,02E-04;0,00220009;-0,0392434
130,723;-0,000460129;-0,000284286;5,41E-04;0,00207822;-0,0392421
130,724;-0,000730569;-0,000134031;7,43E-04;0,00195876;-0,0392419
130,725;-0,00017434;-4,34E-05;1,80E-04;0,00184282;-0,0392445
130,726;-0,000333251;9,12E-05;3,46E-04;0,0017306;-0,0392498
130,727;-0,000585931;0,000195167;6,18E-04;0,00162167;-0,039257
130,728;-0,000118881;0,000110734;1,62E-04;0,00151528;-0,0392646
130,729;-0,00028717;0,000196804;3,48E-04;0,0014106;-0,0392714
130,73;-0,000525304;0,000260724;5,86E-04;0,00130687;-0,0392769
130,731;-0,000141271;0,000133725;1,95E-04;0,0012035;-0,0392808
130,732;-0,000281716;0,000180877;3,35E-04;0,00110007;-0,0392832
130,733;-0,000512089;0,000227291;5,60E-04;0,000996352;-0,0392847
130,734;-0,00016389;0,000156349;2,27E-04;0,000892237;-0,0392856
130,735;-0,000334428;0,000228101;4,05E-04;0,000787698;-0,0392865
130,736;-0,000573652;0,000156635;5,95E-04;0,000682752;-0,0392876
130,737;-0,000310594;0,000134598;3,39E-04;0,000577433;-0,0392889
130,738;-0,00038866;6,32E-05;3,94E-04;0,00047178;-0,0392906
130,739;-0,000567153;1,15E-05;5,67E-04;0,000365825;-0,0392924
130,74;-0,000182942;5,15E-05;1,90E-04;0,000259602;-0,0392941
130,741;-0,000199657;1,88E-05;2,01E-04;0,000153136;-0,0392958
130,742;-0,000345187;-1,57E-05;3,46E-04;4,65E-05;-0,0392971
130,743;-2,56E-06;-5,99E-06;6,52E-06;-6,04E-05;-0,0392981
130,744;-1,81E-05;-2,48E-05;3,07E-05;-0,000167414;-0,0392988
130,745;4,82E-05;-4,98E-05;6,93E-05;-0,00027452;-0,0392991
130,746;9,16E-05;-9,33E-05;1,31E-04;-0,00038169;-0,039299
130,747;-3,92E-05;-0,000140024;1,45E-04;-0,000488893;-0,0392987
130,748;0,000184602;-0,00019257;2,67E-04;-0,000596098;-0,039298
130,749;0,000135573;-0,000169749;2,17E-04;-0,000703281;-0,0392971
130,75;-5,93E-05;-0,000219941;2,28E-04;-0,000810426;-0,039296
130,751;0,000174004;-0,000217867;2,79E-04;-0,000917528;-0,0392945
130,752;4,99E-05;-0,000180634;1,87E-04;-0,00102458;-0,0392928
130,753;-8,76E-05;-7,50E-05;1,15E-04;-0,00113159;-0,0392908
130,754;-5,93E-05;-2,70E-06;5,94E-05;-0,00123855;-0,0392884
130,755;-7,46E-05;6,78E-05;1,01E-04;-0,00134548;-0,0392858
130,756;-2,66E-05;1,09E-05;2,87E-05;-0,00145237;-0,0392829
130,757;-0,00020361;-6,74E-05;2,14E-04;-0,00155924;-0,0392797
130,758;2,52E-05;-3,37E-05;4,21E-05;-0,00166608;-0,0392761
130,759;-4,51E-05;-4,12E-05;6,11E-05;-0,0017729;-0,0392723
130,76;-4,74E-05;-0,000135056;1,43E-04;-0,00187971;-0,0392681
130,761;-0,000127859;5,93E-06;1,28E-04;-0,0019865;-0,0392637
130,762;-0,000214866;-0,000113553;2,43E-04;-0,00209329;-0,0392589
130,763;3,00E-05;-3,78E-05;4,82E-05;-0,00220006;-0,0392539
130,764;2,76E-05;-8,69E-05;9,12E-05;-0,00230683;-0,0392486
130,765;-9,04E-05;3,95E-05;9,87E-05;-0,00241359;-0,039243
130,766;3,03E-05;-4,28E-05;5,24E-05;-0,00252035;-0,039237
130,767;3,63E-05;-0,000171015;1,75E-04;-0,0026271;-0,0392308
130,768;-6,11E-05;-6,32E-05;8,79E-05;-0,00273385;-0,0392243
130,769;-0,000103882;-0,000204089;2,29E-04;-0,00284058;-0,0392175
130,77;-6,38E-05;1,20E-05;6,49E-05;-0,00294731;-0,0392104
130,771;-7,77E-05;-7,35E-06;7,80E-05;-0,00305404;-0,0392029
130,772;7,99E-05;-0,000100967;1,29E-04;-0,00316075;-0,0391952
130,773;-2,18E-05;1,76E-05;2,81E-05;-0,00326745;-0,0391872
130,774;4,37E-07;-1,63E-06;1,69E-06;-0,00337415;-0,0391789
130,775;-0,000109464;-0,000148484;1,84E-04;-0,00348085;-0,0391703
130,776;2,92E-06;-1,23E-05;1,27E-05;-0,00358756;-0,0391615
130,777;1,61E-05;-0,000156289;1,57E-04;-0,0036943;-0,0391523
130,778;-6,31E-05;1,45E-05;6,47E-05;-0,00380118;-0,0391429
130,779;6,11E-05;-0,000101817;1,19E-04;-0,00390843;-0,0391333
130,78;-4,72E-06;4,04E-06;6,21E-06;-0,00401587;-0,0391236
130,781;3,22E-05;-3,34E-05;4,64E-05;-0,00412337;-0,0391136
130,782;-5,53E-05;-0,000216219;2,23E-04;-0,00423088;-0,0391032
130,783;8,24E-05;3,68E-05;9,03E-05;-0,00433839;-0,0390926
130,784;4,93E-05;-5,12E-05;7,10E-05;-0,00444588;-0,0390816
130,785;-2,71E-05;-0,000242776;2,44E-04;-0,00455308;-0,0390701
130,786;9,10E-05;7,00E-06;9,13E-05;-0,00466001;-0,0390579
130,787;5,81E-05;-6,01E-05;8,35E-05;-0,0047668;-0,039045
130,788;6,90E-06;-0,000245813;2,46E-04;-0,00487354;-0,0390316
130,789;0,000161221;2,57E-05;1,63E-04;-0,00498021;-0,0390178
130,79;5,57E-05;-5,77E-05;8,02E-05;-0,00508676;-0,039004
130,791;2,36E-05;-0,000243059;2,44E-04;-0,00519316;-0,0389901
130,792;0,000188587;3,52E-05;1,92E-04;-0,00529939;-0,0389762
130,793;4,57E-05;-4,75E-05;6,59E-05;-0,00540547;-0,0389623
130,794;3,64E-05;-0,000231909;2,35E-04;-0,00551142;-0,0389482
130,795;0,000220691;2,88E-05;2,23E-04;-0,00561728;-0,0389337
130,796;5,20E-05;-5,39E-05;7,49E-05;-0,00572307;-0,038919
130,797;5,42E-05;-0,000228354;2,35E-04;-0,00582882;-0,0389038
130,798;0,00023904;4,16E-05;2,43E-04;-0,00593453;-0,0388883
130,799;4,85E-05;-5,03E-05;6,99E-05;-0,00604022;-0,0388723
130,8;6,46E-05;-0,000212833;2,22E-04;-0,00614587;-0,038856
130,801;0,000259999;4,41E-05;2,64E-04;-0,00625151;-0,0388394
130,802;0,00015891;-0,000157265;2,24E-04;-0,00635712;-0,0388225
130,803;9,54E-05;9,11E-05;1,32E-04;-0,0064627;-0,0388054
130,804;0,00021004;3,28E-05;2,13E-04;-0,00656826;-0,0387879
130,805;6,55E-05;3,15E-05;7,27E-05;-0,00667379;-0,0387702
130,806;8,78E-05;2,02E-05;9,01E-05;-0,00677928;-0,0387522
130,807;-3,25E-05;7,01E-05;7,72E-05;-0,00688473;-0,0387339
130,808;0,000209541;6,41E-05;2,19E-04;-0,00699014;-0,0387153
130,809;0,00011902;0,000146258;1,89E-04;-0,00709551;-0,0386964
130,81;9,57E-05;-3,86E-05;1,03E-04;-0,00720083;-0,0386771
130,811;0,000305432;0,00024933;3,94E-04;-0,0073061;-0,0386576
130,812;7,53E-05;0,000225228;2,37E-04;-0,00741132;-0,0386377
130,813;0,000283928;0,000231888;3,67E-04;-0,00753256;-0,0387284
130,814;0,000240011;0,000385126;4,54E-04;-0,00765902;-0,0387831
130,815;0,000151004;0,000261362;3,02E-04;-0,00777945;-0,0388102
130,816;0,000320383;0,000552378;6,39E-04;-0,00789281;-0,0388197
130,817;0,000167297;0,000538448;5,64E-04;-0,00800213;-0,0388175
130,818;0,000207108;0,000389489;4,41E-04;-0,00811019;-0,0388075
130,819;0,000442267;0,000605762;7,50E-04;-0,00821805;-0,0387929
130,82;0,000258056;0,000533618;5,93E-04;-0,00832551;-0,0387757
130,821;0,000247479;0,0004709;5,32E-04;-0,00843212;-0,0387573
130,822;0,000358473;0,000731631;8,15E-04;-0,00853769;-0,038738
130,823;0,000277076;0,000738634;7,89E-04;-0,00864239;-0,0387174
130,824;0,000413725;0,000830636;9,28E-04;-0,00874658;-0,0386952
130,825;0,000329821;0,000924175;9,81E-04;-0,00885057;-0,0386714
130,826;0,000200888;0,000960273;9,81E-04;-0,00895457;-0,038646
130,827;0,000350229;0,00105588;1,11E-03;-0,00905868;-0,0386193
130,828;0,000418323;0,00108796;1,17E-03;-0,00916291;-0,0385919
130,829;0,000384498;0,00111354;1,18E-03;-0,00926727;-0,0385641
130,83;0,000366253;0,00116225;1,22E-03;-0,00937171;-0,0385363
130,831;0,000328111;0,00112042;1,17E-03;-0,00947621;-0,0385088
130,832;0,000376868;0,00118682;1,25E-03;-0,00958074;-0,0384814
130,833;0,000409991;0,00117525;1,24E-03;-0,00968526;-0,0384542
130,834;0,000461738;0,00115518;1,24E-03;-0,00978973;-0,0384271
130,835;0,000512194;0,00107612;1,19E-03;-0,00989413;-0,0383998
130,836;0,000536738;0,00111329;1,24E-03;-0,00999844;-0,0383722
130,837;0,000530359;0,00110039;1,22E-03;-0,0101026;-0,0383443
130,838;0,000557581;0,0010834;1,22E-03;-0,0102067;-0,038316
130,839;0,000596612;0,0010574;1,21E-03;-0,0103107;-0,0382873
130,84;0,000662397;0,000952245;1,16E-03;-0,0104145;-0,0382583
130,841;0,000588736;0,00121644;1,35E-03;-0,0105182;-0,0382289
130,842;0,000483088;0,00114842;1,25E-03;-0,0106219;-0,0381993
130,843;0,000478293;0,0010579;1,16E-03;-0,0107254;-0,0381695
130,844;0,000516458;0,000944863;1,08E-03;-0,0108288;-0,0381394
130,845;0,000566832;0,000838511;1,01E-03;-0,0109321;-0,038109
130,846;0,000611867;0,000736223;9,57E-04;-0,0110353;-0,0380784
130,847;0,000636883;0,000626797;8,94E-04;-0,0111384;-0,0380474
130,848;0,000634754;0,000519889;8,20E-04;-0,0112414;-0,0380161
130,849;0,000604244;0,00041756;7,34E-04;-0,0113443;-0,0379844
130,85;0,000549432;0,000316495;6,34E-04;-0,0114471;-0,0379524
130,851;0,000474979;0,000211453;5,20E-04;-0,0115498;-0,03792
130,852;0,000384365;9,78E-05;3,97E-04;-0,0116524;-0,0378873
130,853;0,000283398;-2,83E-05;2,85E-04;-0,0117549;-0,0378542
130,854;0,000261498;-0,000168115;3,11E-04;-0,0118573;-0,0378208
130,855;0,000258708;-0,000259804;3,67E-04;-0,0119596;-0,037787
130,856;0,000305671;-0,000553261;6,32E-04;-0,0120617;-0,0377529
130,857;0,000362757;-0,000236025;4,33E-04;-0,0121638;-0,0377185
130,858;0,000333669;-0,000483971;5,88E-04;-0,0122657;-0,0376836
130,859;0,000271734;-0,000337641;4,33E-04;-0,0123674;-0,0376482
130,86;0,000164872;-0,000200059;2,59E-04;-0,0124688;-0,0376122
130,861;0,000223409;-0,000225675;3,18E-04;-0,0125701;-0,0375757
130,862;0,000138193;-0,000113171;1,79E-04;-0,0126712;-0,0375388
130,863;0,000138559;-0,000421818;4,44E-04;-0,0127722;-0,0375015
130,864;0,000246238;-0,000122097;2,75E-04;-0,012873;-0,0374638
130,865;0,000302887;-0,000385124;4,90E-04;-0,0129738;-0,0374257
130,866;0,000260894;-0,000200641;3,29E-04;-0,0130744;-0,0373874
130,867;0,000155045;-0,000142644;2,11E-04;-0,0131749;-0,0373486
130,868;7,87E-05;-6,64E-05;1,03E-04;-0,0132753;-0,0373096
130,869;0,000114689;-0,00011604;1,63E-04;-0,0133755;-0,0372702
130,87;5,04E-05;-6,25E-05;8,03E-05;-0,0134756;-0,0372304
130,871;8,84E-05;-0,000435573;4,44E-04;-0,0135756;-0,0371904
130,872;0,000238156;-5,99E-05;2,46E-04;-0,0136753;-0,0371498
130,873;0,000273038;-0,000363019;4,54E-04;-0,0137746;-0,0371086
130,874;0,000201001;-0,000211209;2,92E-04;-0,0138737;-0,0370668
130,875;0,000151135;-0,000176977;2,33E-04;-0,0139724;-0,0370244
130,876;5,46E-05;-0,000137619;1,48E-04;-0,014071;-0,0369815
130,877;0,000129089;-0,000526432;5,42E-04;-0,0141693;-0,036938
130,878;0,000250081;-7,85E-05;2,62E-04;-0,0142673;-0,0368941
130,879;0,000259938;-0,000396978;4,75E-04;-0,0143651;-0,0368496
130,88;0,0001829;-0,00022878;2,93E-04;-0,0144627;-0,0368045
130,881;0,000158177;-0,000199099;2,54E-04;-0,0145601;-0,036759
130,882;5,36E-05;-0,000149189;1,59E-04;-0,0146573;-0,036713
130,883;0,00013246;-0,000531014;5,47E-04;-0,0147543;-0,0366667
130,884;0,000262139;-5,89E-05;2,69E-04;-0,0148512;-0,0366199
130,885;0,000237608;-0,000363037;4,34E-04;-0,0149478;-0,0365727
130,886;0,000162924;-0,000183725;2,46E-04;-0,0150442;-0,0365252
130,887;0,000160774;-0,000163732;2,29E-04;-0,0151404;-0,0364772
130,888;3,61E-05;-0,000115642;1,21E-04;-0,0152364;-0,0364289
130,889;0,000201154;-0,000201958;2,85E-04;-0,0153321;-0,0363803
130,89;0,000127911;-7,42E-05;1,48E-04;-0,0154276;-0,0363313
130,891;0,000104251;-0,000415882;4,29E-04;-0,0155228;-0,0362819
130,892;0,000226897;1,66E-05;2,28E-04;-0,0156179;-0,0362322
130,893;0,000158211;-0,000281047;3,23E-04;-0,0157126;-0,0361821
130,894;0,000104905;1,19E-05;1,06E-04;-0,0158072;-0,0361318
130,895;0,000160127;-0,00031345;3,52E-04;-0,0159015;-0,036081
130,896;0,000205625;3,13E-05;2,08E-04;-0,0159956;-0,0360299
130,897;0,000176366;-0,000264556;3,18E-04;-0,0160894;-0,0359784
130,898;0,000160651;3,32E-05;1,64E-04;-0,016183;-0,0359265
130,899;0,000151691;-0,000266396;3,07E-04;-0,0162763;-0,0358742
130,9;0,000189331;2,68E-05;1,91E-04;-0,0163694;-0,0358216
130,901;0,000159171;-0,000244016;2,91E-04;-0,0164623;-0,0357686
130,902;0,00017015;3,86E-05;1,74E-04;-0,0165549;-0,0357152
130,903;0,00013499;-0,000227776;2,65E-04;-0,0166472;-0,0356614
130,904;0,000177709;2,99E-05;1,80E-04;-0,0167393;-0,0356072
130,905;0,000134014;-0,000210303;2,49E-04;-0,0168311;-0,0355526
130,906;0,000162125;4,90E-05;1,69E-04;-0,0169227;-0,0354975
130,907;0,000104032;-0,00018721;2,14E-04;-0,017014;-0,0354421
130,908;0,000158361;3,58E-05;1,62E-04;-0,0171056;-0,0353859
130,909;0,00010021;-0,000176633;2,03E-04;-0,0171975;-0,0353291
130,91;0,000150507;3,59E-05;1,55E-04;-0,0172898;-0,0352714
130,911;8,51E-05;-0,000158197;1,80E-04;-0,0173821;-0,0352131
130,912;0,000139679;3,61E-05;1,44E-04;-0,0174743;-0,0351542
130,913;6,79E-05;-0,000137645;1,53E-04;-0,0177606;-0,0354731
130,914;0,00013364;3,09E-05;1,37E-04;-0,0180087;-0,0357095
130,915;2,20E-05;-2,29E-05;3,17E-05;-0,0181902;-0,0358421
130,916;3,74E-05;-0,000202737;2,06E-04;-0,0183409;-0,0358734
130,917;0,000246475;3,04E-05;2,48E-04;-0,0184804;-0,0358473
130,918;2,37E-05;-2,46E-05;3,42E-05;-0,0186064;-0,0358051
130,919;-0,000103571;9,80E-05;1,43E-04;-0,0187201;-0,0357673
130,92;5,55E-05;-5,93E-05;8,12E-05;-0,0188242;-0,0357382
130,921;0,000156977;-0,00015686;2,22E-04;-0,0189217;-0,0357136
130,922;1,85E-05;0,000101007;1,03E-04;-0,0190145;-0,0356867
130,923;4,84E-05;-5,18E-05;7,08E-05;-0,019106;-0,0356509
130,924;0,000138062;-0,000137845;1,95E-04;-0,0191981;-0,0356035
130,925;2,28E-05;8,04E-05;8,36E-05;-0,0192888;-0,0355464
130,926;9,14E-06;-1,15E-05;1,47E-05;-0,0193775;-0,0354819
130,927;9,45E-05;-9,48E-05;1,34E-04;-0,0194645;-0,0354116
130,928;-1,44E-05;4,40E-05;4,63E-05;-0,0195422;-0,0353383
130,929;6,14E-06;-9,06E-06;1,09E-05;-0,0196183;-0,0352641
130,93;7,67E-05;-7,71E-05;1,09E-04;-0,0196955;-0,0351917
130,931;-2,93E-05;-1,38E-05;3,24E-05;-0,019763;-0,0351228
130,932;7,62E-06;-1,09E-05;1,33E-05;-0,0198321;-0,0350572
130,933;-7,69E-05;-0,00020327;2,17E-04;-0,0199063;-0,0349951
130,934;0,000129645;-9,92E-05;1,63E-04;-0,0199682;-0,0349346
130,935;-4,75E-05;-0,000126817;1,35E-04;-0,0200338;-0,0348739
130,936;2,28E-05;-8,37E-05;8,68E-05;-0,0201066;-0,0348127
130,937;-4,77E-05;-0,000131726;1,40E-04;-0,0201672;-0,0347517
130,938;3,36E-05;-4,84E-05;5,89E-05;-0,0202363;-0,0346831
130,939;-1,36E-05;-7,58E-05;7,70E-05;-0,0203115;-0,0346128
130,94;-0,000143033;-0,000345945;3,74E-04;-0,0203701;-0,0345513
130,941;0,000200922;-0,000153647;2,53E-04;-0,0204475;-0,0344759
130,942;8,30E-05;-0,000224846;2,40E-04;-0,0205251;-0,0343981
130,943;9,77E-05;-0,000223256;2,44E-04;-0,0205972;-0,034323
130,944;0,000224042;-0,000149069;2,69E-04;-0,0206753;-0,0342428
130,945;0,000252374;-0,000152321;2,95E-04;-0,0207487;-0,0341642
130,946;9,47E-05;-0,000388407;4,00E-04;-0,0208267;-0,0340801
130,947;0,000308396;-1,16E-06;3,08E-04;-0,0209004;-0,0339963
130,948;0,000133777;-0,000178523;2,23E-04;-0,0209765;-0,0339079
130,949;-5,84E-05;-0,000548318;5,51E-04;-0,0210487;-0,0338191
130,95;0,000230733;-0,000366707;4,33E-04;-0,0211213;-0,0337268
130,951;0,000106392;-0,000470104;4,82E-04;-0,0211908;-0,0336332
130,952;-0,000112459;-0,000738243;7,47E-04;-0,021259;-0,0335372
130,953;0,000186466;-0,000473021;5,08E-04;-0,0213247;-0,0334392
130,954;1,65E-05;-0,000533473;5,34E-04;-0,0213868;-0,0333399
130,955;-1,62E-05;-0,000511389;5,12E-04;-0,0214459;-0,033239
130,956;8,50E-06;-0,000487211;4,87E-04;-0,0215028;-0,0331353
130,957;5,13E-05;-0,00045599;4,59E-04;-0,0215595;-0,0330269
130,958;8,56E-05;-0,000421113;4,30E-04;-0,0216138;-0,0329151
130,959;0,00011139;-0,000387199;4,03E-04;-0,0216657;-0,0328006
130,96;0,000129234;-0,000357311;3,80E-04;-0,0217143;-0,0326846
130,961;0,000139584;-0,000333796;3,62E-04;-0,0217708;-0,0325562
130,962;1,08E-05;-0,00062975;6,30E-04;-0,0218257;-0,0324249
130,963;0,000134753;-0,000281976;3,13E-04;-0,0218821;-0,0322903
130,964;-6,85E-05;-0,000503268;5,08E-04;-0,0219393;-0,0321546
130,965;-1,61E-05;-0,000402206;4,03E-04;-0,021992;-0,0320216
130,966;-0,000105501;-0,00066706;6,75E-04;-0,0220414;-0,0318905
130,967;-1,30E-05;-0,000364889;3,65E-04;-0,0220877;-0,0317609
130,968;-7,79E-05;-0,000597047;6,02E-04;-0,0221317;-0,0316329
130,969;-5,88E-05;-0,000381839;3,86E-04;-0,0221739;-0,0315065
130,97;-0,000123967;-0,000637382;6,49E-04;-0,0222153;-0,0313822
130,971;-4,08E-05;-0,00036167;3,64E-04;-0,0222569;-0,0312606
130,972;-9,27E-05;-0,000603515;6,11E-04;-0,0222998;-0,0311425
130,973;-5,60E-05;-0,000345176;3,50E-04;-0,0223453;-0,0310286
130,974;-0,000104101;-0,000596795;6,06E-04;-0,0223945;-0,03092
130,975;-2,92E-05;-0,00031497;3,16E-04;-0,0224488;-0,0308177
130,976;-8,57E-05;-0,00054989;5,57E-04;-0,0225097;-0,030723
130,977;-2,68E-05;-0,000275983;2,77E-04;-0,0225782;-0,030637
130,978;-8,20E-05;-0,000521204;5,28E-04;-0,0226275;-0,0305558
130,979;-8,80E-06;-0,000242113;2,42E-04;-0,0226936;-0,0304842
130,98;-6,97E-05;-0,000490411;4,95E-04;-0,0227758;-0,0304128
130,981;-5,48E-06;-0,000217731;2,18E-04;-0,0228082;-0,0303292
130,982;-8,08E-05;-0,000266343;2,78E-04;-0,0228632;-0,0302623
130,983;-0,000127429;-0,000230112;2,63E-04;-0,0229414;-0,0301905
130,984;5,64E-05;-0,000188246;1,97E-04;-0,023036;-0,0301177
130,985;-0,000131504;-0,000179406;2,22E-04;-0,0230734;-0,0300257
130,986;2,98E-05;-0,000118874;1,23E-04;-0,0231381;-0,0299575
130,987;0,000141093;-0,000140041;1,99E-04;-0,023231;-0,029892
130,988;-1,12E-05;-0,000100887;1,02E-04;-0,0233167;-0,0298275
130,989;6,07E-07;-9,68E-05;9,68E-05;-0,0234209;-0,0297585
130,99;0,000129299;-0,000169201;2,13E-04;-0,0234571;-0,0296879
130,991;-8,85E-06;-0,000109747;1,10E-04;-0,0235358;-0,029644
130,992;-4,31E-05;-0,000126918;1,34E-04;-0,0236547;-0,0295876
130,993;0,000104849;-0,000142104;1,77E-04;-0,023699;-0,0295247
130,994;-9,98E-05;-0,000124452;1,60E-04;-0,02379;-0,0294851
130,995;-8,57E-06;-0,000104568;1,05E-04;-0,023926;-0,0294129
130,996;0,000122994;-0,00012256;1,74E-04;-0,0239677;-0,0293631
130,997;-9,39E-05;-9,23E-05;1,32E-04;-0,0240694;-0,0293378
130,998;2,33E-06;-7,69E-05;7,70E-05;-0,024201;-0,0292944
130,999;0,000125347;-0,000124992;1,77E-04;-0,0242515;-0,0292457
131;-9,98E-05;-7,77E-05;1,27E-04;-0,0243605;-0,0292222
131,001;-4,31E-07;-5,92E-05;5,92E-05;-0,0245186;-0,0291467
131,002;0,000120434;-0,000120169;1,70E-04;-0,0245664;-0,0291173
131,003;-0,000117373;-5,88E-05;1,31E-04;-0,0246873;-0,0291122
131,004;5,43E-06;-2,75E-05;2,81E-05;-0,0247772;-0,0290835
131,005;0,000116111;-0,000115865;1,64E-04;-0,0249203;-0,0290696
131,006;-0,000133363;-3,83E-05;1,39E-04;-0,0249842;-0,0290207
131,007;8,14E-06;-1,01E-05;1,30E-05;-0,0251065;-0,0289956
131,008;0,000110838;-0,000110558;1,57E-04;-0,0252728;-0,0289446
131,009;-0,000148871;-1,55E-05;1,50E-04;-0,0253321;-0,0289057
131,01;6,25E-06;-8,43E-06;1,05E-05;-0,02546;-0,0288967
131,011;0,000103217;-0,000102886;1,46E-04;-0,025634;-0,0288527
131,012;-0,000166917;1,04E-05;1,67E-04;-0,0256942;-0,028829
131,013;1,02E-05;-1,29E-05;1,64E-05;-0,0259647;-0,0288962
131,014;0,000102373;-0,000102042;1,45E-04;-0,0261654;-0,0289923
131,015;-0,000171672;3,88E-05;1,76E-04;-0,0263554;-0,0290664
131,016;4,95E-06;-7,86E-06;9,29E-06;-0,0265466;-0,0291053
131,017;9,39E-05;-9,36E-05;1,33E-04;-0,0267381;-0,0291191
131,018;-0,000188091;6,97E-05;2,01E-04;-0,0269257;-0,029121
131,019;-3,79E-06;5,97E-07;3,84E-06;-0,0271046;-0,0291194
131,02;8,06E-05;-8,02E-05;1,14E-04;-0,0272701;-0,0291167
131,021;0,000162988;-0,000192805;2,52E-04;-0,027418;-0,0291117
131,022;-7,35E-05;0,000152533;1,69E-04;-0,027546;-0,0291018
131,023;-0,000404046;0,000193249;4,48E-04;-0,0276534;-0,0290843
131,024;-0,000122004;0,000116066;1,68E-04;-0,0277414;-0,029057
131,025;-3,97E-05;4,01E-05;5,64E-05;-0,0278126;-0,0290187
131,026;6,17E-05;-6,07E-05;8,66E-05;-0,0278705;-0,0289688
131,027;0,000131838;-0,000130199;1,85E-04;-0,0279194;-0,028908
131,028;-0,000178296;0,00012841;2,20E-04;-0,027964;-0,0288366
131,029;-4,39E-05;4,11E-05;6,02E-05;-0,0280077;-0,0287565
131,03;1,69E-05;-1,69E-05;2,39E-05;-0,0280531;-0,0286696
131,031;7,42E-05;-7,38E-05;1,05E-04;-0,0281021;-0,028578
131,032;-0,000230965;0,00020927;3,12E-04;-0,028156;-0,0284833
131,033;-9,71E-05;9,30E-05;1,35E-04;-0,0282155;-0,0283872
131,034;-4,46E-05;4,40E-05;6,26E-05;-0,0282804;-0,0282909
131,035;1,40E-05;-1,40E-05;1,97E-05;-0,0283506;-0,0281957
131,036;4,45E-05;-4,38E-05;6,24E-05;-0,0284252;-0,0281022
131,037;6,47E-05;-6,40E-05;9,10E-05;-0,0285035;-0,0280111
131,038;-0,000194617;0,000138641;2,39E-04;-0,0285844;-0,0279226
131,039;-0,000119827;0,00011619;1,67E-04;-0,0286671;-0,027837
131,04;-7,82E-05;7,69E-05;1,10E-04;-0,0287506;-0,0277541
131,041;-3,08E-05;2,97E-05;4,28E-05;-0,0288342;-0,0276738
131,042;5,71E-06;-6,66E-06;8,77E-06;-0,0289172;-0,0275957
131,043;3,38E-05;-3,46E-05;4,84E-05;-0,0289991;-0,0275194
131,044;5,48E-05;-5,56E-05;7,81E-05;-0,0290795;-0,0274445
131,045;6,93E-05;-7,02E-05;9,86E-05;-0,0291584;-0,0273706
131,046;-0,000110277;4,23E-05;1,18E-04;-0,029236;-0,0272971
131,047;-9,48E-05;9,08E-05;1,31E-04;-0,0293122;-0,0272236
131,048;-6,84E-05;6,68E-05;9,56E-05;-0,0293871;-0,02715
131,049;-2,19E-05;2,03E-05;2,99E-05;-0,0294609;-0,0270759
131,05;1,75E-05;-1,90E-05;2,58E-05;-0,0295339;-0,0270013
131,051;4,82E-05;-4,95E-05;6,91E-05;-0,0296063;-0,026926
131,052;7,02E-05;-7,14E-05;1,00E-04;-0,0296783;-0,0268502
131,053;-3,06E-05;3,09E-05;4,35E-05;-0,0297499;-0,0267739
131,054;-0,000275662;-1,35E-05;2,76E-04;-0,0298214;-0,0266971
131,055;-3,67E-05;2,76E-05;4,59E-05;-0,0298929;-0,0266199
131,056;-0,000126293;-5,24E-05;1,37E-04;-0,0299644;-0,0265424
131,057;-0,000335159;-0,000144733;3,65E-04;-0,0300361;-0,0264645
131,058;1,08E-05;-2,07E-05;2,34E-05;-0,030108;-0,0263863
131,059;-4,84E-05;-6,76E-05;8,31E-05;-0,03018;-0,0263079
131,06;1,68E-05;-5,14E-05;5,41E-05;-0,0302522;-0,0262295
131,061;-0,000163592;-0,000124959;2,06E-04;-0,0303245;-0,0261509
131,062;6,41E-05;-7,31E-05;9,72E-05;-0,030397;-0,0260722
131,063;1,21E-05;-8,95E-05;9,03E-05;-0,0304695;-0,0259936
131,064;-0,000145552;-0,000165781;2,21E-04;-0,030542;-0,0259149
131,065;4,73E-05;-5,67E-05;7,38E-05;-0,0306145;-0,0258361
131,066;-6,85E-05;-7,87E-05;1,04E-04;-0,0306868;-0,0257574
131,067;-1,32E-05;9,84E-06;1,65E-05;-0,0307591;-0,0256786
131,068;-0,000130893;-7,72E-05;1,52E-04;-0,0308313;-0,0255996
131,069;2,98E-05;-3,77E-05;4,80E-05;-0,0309033;-0,0255207
131,07;-6,03E-05;-8,68E-05;1,06E-04;-0,0309752;-0,0254417
131,071;-1,34E-06;-3,49E-06;3,73E-06;-0,0310448;-0,0253646
131,072;6,72E-05;-6,85E-05;9,60E-05;-0,0311127;-0,0252887
131,073;-0,000123348;2,03E-05;1,25E-04;-0,0311781;-0,025215
131,074;-2,04E-05;1,75E-05;2,69E-05;-0,0312427;-0,025141
131,075;5,83E-05;-5,96E-05;8,34E-05;-0,0313043;-0,0250693
131,076;-6,56E-05;-0,000179001;1,91E-04;-0,0313669;-0,0249951
131,077;7,15E-05;4,94E-06;7,16E-05;-0,0314256;-0,0249248
131,078;8,91E-07;-2,76E-06;2,90E-06;-0,0314876;-0,0248492
131,079;-0,000108125;-0,000129;1,68E-04;-0,0315442;-0,0247802
131,08;1,74E-05;-2,26E-05;2,85E-05;-0,0316063;-0,0247031
131,081;6,82E-06;-8,08E-06;1,06E-05;-0,0316629;-0,0246335
