sim_time; tb3_0?world_linear_velocity/x; tb3_0?world_linear_velocity/y;; tb3_1?world_linear_velocity/x; tb3_1?world_linear_velocity/y
133,9;4,63E-05;0,000160941;1,67E-04;-0,0345869;-0,00840403
133,901;-0,000133979;0,000137731;1,92E-04;-0,0346008;-0,00831641
133,902;7,86E-06;-1,07E-05;1,33E-05;-0,0346144;-0,00822876
133,903;-1,61E-05;-0,000107612;1,09E-04;-0,0346276;-0,00814107
133,904;4,06E-05;1,37E-05;4,28E-05;-0,0346405;-0,00805335
133,905;7,26E-06;-7,89E-06;1,07E-05;-0,0346532;-0,0079656
133,906;-9,72E-05;-3,22E-05;1,02E-04;-0,0346655;-0,00787782
133,907;-4,68E-05;-3,49E-05;5,84E-05;-0,0346774;-0,00779001
133,908;-0,00010938;-0,00023339;2,58E-04;-0,0346891;-0,00770217
133,909;3,60E-05;-0,000149669;1,54E-04;-0,0347005;-0,0076143
133,91;-4,71E-05;-0,000305041;3,09E-04;-0,0347117;-0,00752587
133,911;2,43E-05;-0,000263013;2,64E-04;-0,0347226;-0,00743678
133,912;-0,00011396;-0,000436357;4,51E-04;-0,0347333;-0,00734707
133,913;4,76E-05;-0,00032328;3,27E-04;-0,0345366;-0,00713826
133,914;-9,80E-05;-0,000475464;4,85E-04;-0,03436;-0,00703579
133,915;4,80E-05;-0,000380606;3,84E-04;-0,0342678;-0,00697024
133,916;-7,60E-05;-0,000532409;5,38E-04;-0,0342781;-0,00686629
133,917;0,000124086;-0,000403956;4,23E-04;-0,0343461;-0,00675704
133,918;-8,83E-05;-0,000505969;5,14E-04;-0,0344387;-0,00666486
133,919;-6,06E-05;-0,000411803;4,16E-04;-0,0345466;-0,00659913
133,92;-0,000111547;-0,000523429;5,35E-04;-0,0346694;-0,00654358
133,921;-0,000258011;-0,000794752;8,36E-04;-0,0347994;-0,00647724
133,922;-3,49E-05;-0,000683933;6,85E-04;-0,0349347;-0,00641128
133,923;-0,000134683;-0,000760135;7,72E-04;-0,0350708;-0,00634499
133,924;-0,000102764;-0,00078016;7,87E-04;-0,0352021;-0,00627524
133,925;-0,000153472;-0,000793959;8,09E-04;-0,0353259;-0,00621012
133,926;-9,71E-05;-0,000721393;7,28E-04;-0,0354404;-0,00615164
133,927;-0,00014764;-0,000719282;7,34E-04;-0,0355438;-0,00609765
133,928;-6,97E-05;-0,000698189;7,02E-04;-0,0356345;-0,00604466
133,929;-4,38E-06;-0,000678475;6,78E-04;-0,0357118;-0,00598924
133,93;-6,07E-05;-0,000601224;6,04E-04;-0,0357756;-0,00592891
133,931;-8,96E-05;-0,000554549;5,62E-04;-0,0358267;-0,00586215
133,932;-9,46E-05;-0,000544266;5,52E-04;-0,0358664;-0,0057884
133,933;-7,97E-06;-0,000544923;5,45E-04;-0,035896;-0,00570775
133,934;-8,39E-05;-0,000483387;4,91E-04;-0,0359175;-0,00562136
133,935;-0,000115702;-0,000454074;4,69E-04;-0,0359338;-0,00553106
133,936;-4,81E-05;-0,000467016;4,69E-04;-0,0359464;-0,00543462
133,937;4,62E-05;-0,000481641;4,84E-04;-0,0359548;-0,00535308
133,938;-5,81E-05;-0,000401914;4,06E-04;-0,0359618;-0,00525978
133,939;-0,000116499;-0,000405144;4,22E-04;-0,0359641;-0,00518121
133,94;-7,66E-06;-0,000432724;4,33E-04;-0,0359645;-0,00508652
133,941;-0,000157294;-0,000388863;4,19E-04;-0,03596;-0,00500785
133,942;-0,000110755;-0,000369732;3,86E-04;-0,0359541;-0,00491194
133,943;5,79E-06;-0,000403936;4,04E-04;-0,0359442;-0,0048313
133,944;-0,000208987;-0,000389027;4,42E-04;-0,0359339;-0,00473556
133,945;-4,44E-05;-0,000359318;3,62E-04;-0,0359208;-0,00464888
133,946;4,95E-05;-0,000413376;4,16E-04;-0,0359075;-0,00455913
133,947;-0,000139786;-0,000361332;3,87E-04;-0,0358936;-0,00446777
133,948;-9,23E-05;-0,000360161;3,72E-04;-0,0358789;-0,00437765
133,949;2,51E-05;-0,000391075;3,92E-04;-0,0358638;-0,0042858
133,95;-0,000179451;-0,00035445;3,97E-04;-0,0358484;-0,00419367
133,951;-8,88E-05;-0,000348494;3,60E-04;-0,0358327;-0,00410106
133,952;3,10E-05;-0,000375828;3,77E-04;-0,035817;-0,00400832
133,953;-0,000194645;-0,000338219;3,90E-04;-0,0358015;-0,00391583
133,954;-8,07E-05;-0,00033444;3,44E-04;-0,0357865;-0,00382373
133,955;3,88E-05;-0,000361676;3,64E-04;-0,0357721;-0,00373205
133,956;-0,000199721;-0,000319264;3,77E-04;-0,0357585;-0,00364079
133,957;-8,28E-05;-0,000318715;3,29E-04;-0,0357458;-0,00354996
133,958;4,22E-05;-0,000343124;3,46E-04;-0,0357341;-0,00345962
133,959;-0,000214489;-0,000293197;3,63E-04;-0,0357234;-0,00336983
133,96;-8,01E-05;-0,000291792;3,03E-04;-0,0357138;-0,0032808
133,961;4,83E-05;-0,000312095;3,16E-04;-0,0357053;-0,00319007
133,962;-0,000220831;-0,000258933;3,40E-04;-0,0356975;-0,00309763
133,963;-6,68E-05;-0,000255176;2,64E-04;-0,0355914;-0,00300248
133,964;6,26E-05;-0,000274577;2,82E-04;-0,035486;-0,00290494
133,965;-0,000220808;-0,000210953;3,05E-04;-0,0354102;-0,00281137
133,966;-5,97E-05;-0,000209549;2,18E-04;-0,0353461;-0,00271742
133,967;6,22E-05;-0,000225775;2,34E-04;-0,0352872;-0,0026245
133,968;-0,000229004;-0,000156094;2,77E-04;-0,0352249;-0,00251412
133,969;-4,89E-05;-0,000156853;1,64E-04;-0,0351523;-0,00238445
133,97;6,70E-05;-0,000172634;1,85E-04;-0,035074;-0,00225799
133,971;-0,000222213;-9,96E-05;2,43E-04;-0,0349998;-0,00213451
133,972;-3,55E-05;-0,000107027;1,13E-04;-0,0349323;-0,00201293
133,973;7,50E-05;-0,000121945;1,43E-04;-0,0348707;-0,00189191
133,974;-0,00021393;-4,66E-05;2,19E-04;-0,0348123;-0,00177163
133,975;-2,08E-05;-6,11E-05;6,45E-05;-0,034755;-0,00165251
133,976;8,36E-05;-0,00010897;1,37E-04;-0,0346976;-0,0015351
133,977;-0,000215761;-2,46E-05;2,17E-04;-0,0346402;-0,00142003
133,978;-4,08E-06;-4,17E-05;4,19E-05;-0,0345834;-0,00130759
133,979;8,93E-05;-0,000105939;1,39E-04;-0,0345282;-0,00119764
133,98;-0,000223727;-3,68E-06;2,24E-04;-0,0344758;-0,00109724
133,981;2,55E-06;-1,44E-05;1,46E-05;-0,0344275;-0,0010051
133,982;-0,000142882;-0,000240894;2,80E-04;-0,0343675;-0,00094033
133,983;3,58E-06;-1,33E-05;1,38E-05;-0,034318;-0,000871898
133,984;-1,01E-06;-9,59E-05;9,59E-05;-0,0342704;-0,000796851
133,985;-0,000278122;-1,87E-05;2,79E-04;-0,0342236;-0,00071885
133,986;-2,51E-05;2,23E-05;3,36E-05;-0,03418;-0,000639301
133,987;5,70E-05;-5,78E-05;8,12E-05;-0,0341315;-0,00057371
133,988;0,000128674;-0,000129846;1,83E-04;-0,0340954;-0,000499766
133,989;-0,000173358;5,34E-05;1,81E-04;-0,0340662;-0,000425366
133,99;-5,98E-05;5,91E-05;8,41E-05;-0,0340233;-0,000366439
133,991;2,86E-05;-2,91E-05;4,08E-05;-0,0339971;-0,000294401
133,992;-6,32E-05;6,43E-05;9,02E-05;-0,0339805;-0,000210202
133,993;2,79E-05;-2,87E-05;4,00E-05;-0,0339374;-0,000147938
133,994;-0,00027866;9,55E-05;2,95E-04;-0,0339143;-7,16E-05
133,995;-6,37E-05;6,12E-05;8,83E-05;-0,033903;1,93E-05
133,996;4,89E-07;-2,68E-07;5,58E-07;-0,0338699;9,11E-05
133,997;6,49E-05;-6,52E-05;9,20E-05;-0,033859;0,00017741
133,998;-6,15E-05;6,29E-05;8,79E-05;-0,0338485;0,000292581
133,999;3,07E-06;-3,18E-06;4,42E-06;-0,0337971;0,000338282
134;-0,000314789;0,000161807;3,54E-04;-0,0337888;0,00040595
134,001;-0,000111649;0,000109336;1,56E-04;-0,0337987;0,000500804
134,002;-6,05E-05;6,15E-05;8,62E-05;-0,0338129;0,000599654
134,003;-1,04E-06;1,38E-06;1,73E-06;-0,0337652;0,000658495
134,004;3,77E-05;-3,78E-05;5,34E-05;-0,033758;0,000738263
134,005;4,42E-05;-4,35E-05;6,20E-05;-0,0337722;0,000842286
134,006;-0,000278323;0,000171815;3,27E-04;-0,0337782;0,000936216
134,007;-0,000152082;0,000150771;2,14E-04;-0,0337828;0,00107125
134,008;-0,000123227;0,000124849;1,75E-04;-0,0337513;0,00111289
134,009;-8,36E-05;8,48E-05;1,19E-04;-0,0337784;0,00118736
134,01;-4,67E-05;4,72E-05;6,64E-05;-0,0338196;0,00130306
134,011;-2,38E-05;2,41E-05;3,39E-05;-0,0337989;0,00135603
134,012;-1,19E-05;1,19E-05;1,69E-05;-0,0338291;0,00143733
134,013;-5,44E-06;5,18E-06;7,51E-06;-0,033768;0,001575
134,014;-0,000222678;-0,00011606;2,51E-04;-0,0337312;0,00159012
134,015;4,32E-05;-5,32E-05;6,86E-05;-0,0337484;0,00165702
134,016;-8,19E-05;-0,000114483;1,41E-04;-0,0337069;0,00170898
134,017;-0,000237527;-9,08E-05;2,54E-04;-0,0337305;0,00180042
134,018;-0,000172971;-6,27E-05;1,84E-04;-0,0336941;0,00187058
134,019;-0,000142006;-6,42E-05;1,56E-04;-0,0336974;0,0019874
134,02;-0,000356267;-0,00019161;4,05E-04;-0,0336449;0,00204872
134,021;5,07E-06;-1,55E-05;1,63E-05;-0,0336736;0,00215056
134,022;-0,000187449;-8,84E-05;2,07E-04;-0,0336376;0,00222431
134,023;-2,08E-05;-3,14E-05;3,77E-05;-0,033687;0,00233658
134,024;-0,000135171;9,82E-05;1,67E-04;-0,0337115;0,00243775
134,025;-0,000178939;6,94E-05;1,92E-04;-0,03377;0,00259202
134,026;-0,000417989;-0,000205601;4,66E-04;-0,0337906;0,0026653
134,027;-0,000113033;-0,000105616;1,55E-04;-0,0338946;0,00278118
134,028;-0,000205303;-0,000262765;3,33E-04;-0,0339484;0,00287427
134,029;-0,000157354;-0,000315954;3,53E-04;-0,0340624;0,00300093
134,03;-0,000105063;-0,000340069;3,56E-04;-0,034142;0,0031088
134,031;-5,34E-05;-0,00033961;3,44E-04;-0,0342639;0,00324172
134,032;-7,15E-06;-0,000323046;3,23E-04;-0,0342933;0,00331932
134,033;3,21E-05;-0,000296728;2,98E-04;-0,0343889;0,00342364
134,034;6,43E-05;-0,000265715;2,73E-04;-0,0345086;0,00355296
134,035;8,98E-05;-0,000234104;2,51E-04;-0,0345601;0,00363673
134,036;0,000109474;-0,000204974;2,32E-04;-0,0346519;0,00374331
134,037;0,000123681;-0,00018029;2,19E-04;-0,0347579;0,00386548
134,038;-4,65E-05;-0,000395081;3,98E-04;-0,0348309;0,00396097
134,039;0,000168292;-0,000180744;2,47E-04;-0,0349199;0,00406859
134,04;5,93E-05;-0,000249779;2,57E-04;-0,0350134;0,00418109
134,041;-0,000190106;-0,000233751;3,01E-04;-0,0350917;0,0042783
134,042;-0,000135339;-0,000168247;2,16E-04;-0,0351696;0,00437798
134,043;-9,42E-05;-0,000178975;2,02E-04;-0,0352432;0,00447589
134,044;-1,52E-05;-0,00016375;1,64E-04;-0,0353095;0,00456993
134,045;5,95E-05;-0,000142276;1,54E-04;-0,0353663;0,00465931
134,046;0,000121789;-0,000124733;1,74E-04;-0,0354125;0,00474412
134,047;-4,71E-06;-0,000355107;3,55E-04;-0,0354474;0,00482512
134,048;0,000103602;-4,98E-05;1,15E-04;-0,0354707;0,00490333
134,049;-4,77E-05;-0,00012319;1,32E-04;-0,0354829;0,00497978
134,05;5,00E-05;-0,000106408;1,18E-04;-0,0354845;0,00505568
134,051;-5,52E-05;-5,71E-05;7,94E-05;-0,0354769;0,0051321
134,052;4,73E-05;-4,95E-05;6,84E-05;-0,0354614;0,00520994
134,053;-4,76E-05;3,55E-06;4,78E-05;-0,0354411;0,00528127
134,054;5,03E-05;-5,26E-05;7,27E-05;-0,0354157;0,005356
134,055;-3,55E-05;1,46E-06;3,55E-05;-0,0353887;0,00542461
134,056;5,79E-05;-6,01E-05;8,35E-05;-0,035358;0,00550076
134,057;-0,000217049;-2,91E-05;2,19E-04;-0,0353281;0,00557009
134,058;-1,31E-05;1,01E-05;1,66E-05;-0,0352957;0,00565036
134,059;-0,000108375;-0,00023505;2,59E-04;-0,0352659;0,0057222
134,06;9,28E-05;-0,000102519;1,38E-04;-0,0352342;0,00580711
134,061;7,57E-05;-0,000161636;1,78E-04;-0,0352061;0,00588393
134,062;-0,000195581;-0,000116216;2,28E-04;-0,035177;0,00597117
134,063;-3,08E-05;-8,34E-05;8,89E-05;-0,0351509;0,00605258
134,064;6,51E-05;-8,37E-05;1,06E-04;-0,0351242;0,00614154
134,065;-0,000239173;-9,07E-05;2,56E-04;-0,0350996;0,0062263
134,066;2,42E-05;-2,91E-05;3,78E-05;-0,0350749;0,00631378
134,067;-9,44E-05;-0,000272718;2,89E-04;-0,0350506;0,00640066
134,068;6,29E-05;-7,21E-05;9,57E-05;-0,0350262;0,0064877
134,069;-3,30E-05;-0,000275609;2,78E-04;-0,0350017;0,00657361
134,07;2,33E-06;-6,88E-05;6,88E-05;-0,0349766;0,00665999
134,071;-0,00010751;-0,000276011;2,96E-04;-0,0349511;0,00674603
134,072;2,40E-05;-3,18E-05;3,99E-05;-0,0349251;0,00683203
134,073;-7,09E-05;-0,000213415;2,25E-04;-0,0348987;0,00691805
134,074;7,09E-06;-1,35E-05;1,53E-05;-0,0348721;0,00700413
134,075;7,15E-05;-8,83E-05;1,14E-04;-0,0348453;0,00709036
134,076;-0,00017239;6,32E-06;1,73E-04;-0,0348184;0,00717675
134,077;2,97E-05;-3,28E-05;4,42E-05;-0,0347915;0,00726335
134,078;0,000123146;-0,000125352;1,76E-04;-0,0347646;0,00735015
134,079;-0,000126862;3,74E-05;1,32E-04;-0,0347377;0,00743716
134,08;2,64E-05;-2,87E-05;3,90E-05;-0,0347109;0,00752436
134,081;0,000127522;-0,000129834;1,82E-04;-0,0346842;0,00761174
134,082;-0,000108779;7,83E-05;1,34E-04;-0,0346577;0,00769929
134,083;5,95E-06;-7,54E-06;9,61E-06;-0,0346314;0,00778698
134,084;0,000114026;-0,000116326;1,63E-04;-0,0346054;0,00787481
134,085;-0,000134454;0,000117503;1,79E-04;-0,034582;0,00796656
134,086;3,41E-06;-5,31E-06;6,31E-06;-0,034562;0,00805521
134,087;0,0001058;-0,000107869;1,51E-04;-0,0345423;0,00814526
134,088;-0,000154666;0,000154438;2,19E-04;-0,0345198;0,00823053
134,089;5,44E-06;-7,74E-06;9,46E-06;-0,0344934;0,00832088
134,09;0,000100562;-0,000102415;1,44E-04;-0,0344655;0,00841566
134,091;-0,000165536;0,0001706;2,38E-04;-0,0344379;0,00851569
134,092;5,20E-06;-7,84E-06;9,41E-06;-0,0344116;0,00862061
134,093;9,49E-05;-9,66E-05;1,35E-04;-0,0343871;0,00872947
134,094;-1,17E-05;1,10E-05;1,61E-05;-0,0343647;0,0088411
134,095;-0,000156763;5,51E-06;1,57E-04;-0,0343447;0,0089554
134,096;1,69E-05;0,000121387;1,23E-04;-0,0343277;0,00907057
134,097;-3,80E-05;4,43E-05;5,84E-05;-0,0343179;0,009175
134,098;0,000174025;-2,12E-05;1,75E-04;-0,0343118;0,00927736
134,099;-0,000130974;0,000156742;2,04E-04;-0,0343102;0,00937607
134,1;-1,21E-05;5,45E-05;5,58E-05;-0,0343135;0,00947136
134,101;8,15E-05;-3,92E-06;8,15E-05;-0,0343221;0,00956419
134,102;-0,000180924;0,000243431;3,03E-04;-0,0343363;0,00965541
134,103;-5,80E-06;0,000198947;1,99E-04;-0,0343558;0,00974575
134,104;6,96E-05;0,000118598;1,37E-04;-0,0343806;0,00983602
134,105;0,000165804;0,000100944;1,94E-04;-0,0344095;0,00992652
134,106;-9,96E-05;0,000262186;2,80E-04;-0,0344412;0,0100177
134,107;-8,53E-06;0,000258447;2,59E-04;-0,0344745;0,0101124
134,108;7,13E-05;0,000219209;2,31E-04;-0,0345095;0,0102113
134,109;0,000170406;0,000234923;2,90E-04;-0,0345462;0,0103142
134,11;2,12E-05;0,000336348;3,37E-04;-0,0345859;0,0104226
134,111;0,000129892;0,000360378;3,83E-04;-0,034629;0,0105336
134,112;-1,15E-05;0,000454864;4,55E-04;-0,0346752;0,0106478
134,113;0,000100234;0,000470282;4,81E-04;-0,034909;0,0108143
134,114;0,000181087;0,000489729;5,22E-04;-0,0350947;0,0109987
134,115;-2,77E-06;0,000415729;4,16E-04;-0,0352299;0,0111735
134,116;0,00021296;0,000613868;6,50E-04;-0,0353302;0,0113256
134,117;9,20E-05;0,00054245;5,50E-04;-0,0354099;0,0114601
134,118;-9,52E-05;0,000469854;4,79E-04;-0,0354786;0,0115786
134,119;0,00022711;0,000595927;6,38E-04;-0,0355367;0,01169
134,12;0,000110236;0,00051625;5,28E-04;-0,0355808;0,0117996
134,121;-8,44E-05;0,000491389;4,99E-04;-0,0356069;0,011908
134,122;-2,08E-05;0,000528038;5,28E-04;-0,035613;0,0120148
134,123;-0,000196171;0,00041238;4,57E-04;-0,0355989;0,012119
134,124;8,88E-05;0,000464741;4,73E-04;-0,0355666;0,0122201
134,125;3,90E-05;0,000366839;3,69E-04;-0,0355185;0,0123173
134,126;-0,000141465;0,000262797;2,98E-04;-0,0354572;0,0124099
134,127;0,000206504;0,000378479;4,31E-04;-0,0353853;0,0124971
134,128;0,000107376;0,000283221;3,03E-04;-0,0353052;0,0125778
134,129;-7,73E-05;0,000206944;2,21E-04;-0,0352177;0,0126529
134,13;0,000138756;0,000520231;5,38E-04;-0,0351242;0,0127228
134,131;-2,63E-05;0,00041373;4,15E-04;-0,0350259;0,0127896
134,132;-5,01E-05;0,000354089;3,58E-04;-0,0349242;0,0128544
134,133;-5,24E-05;0,000266713;2,72E-04;-0,0348209;0,0129174
134,134;-4,33E-05;0,000199241;2,04E-04;-0,0347185;0,012979
134,135;-2,77E-05;0,000153326;1,56E-04;-0,0346194;0,0130396
134,136;-0,000133273;0,000141265;1,94E-04;-0,0345259;0,0130997
134,137;0,000147948;0,000242728;2,84E-04;-0,0344402;0,0131602
134,138;2,88E-05;0,000133174;1,36E-04;-0,0343636;0,0132217
134,139;0,000139499;8,53E-05;1,64E-04;-0,0342971;0,013285
134,14;0,000141546;2,84E-05;1,44E-04;-0,0342413;0,0133506
134,141;0,000161056;4,10E-06;1,61E-04;-0,0341959;0,0134192
134,142;9,64E-05;-9,19E-05;1,33E-04;-0,0341603;0,0134911
134,143;0,000286946;-1,29E-05;2,87E-04;-0,0341337;0,0135667
134,144;0,000227946;-0,000196528;3,01E-04;-0,0341148;0,0136462
134,145;0,000205034;1,00E-05;2,05E-04;-0,034102;0,0137296
134,146;8,86E-05;-2,27E-05;9,14E-05;-0,034094;0,0138166
134,147;0,000124889;-4,80E-05;1,34E-04;-0,0340889;0,0139072
134,148;0,000179345;-0,000116632;2,14E-04;-0,0340852;0,0140011
134,149;5,55E-05;1,37E-05;5,71E-05;-0,0340811;0,0140978
134,15;0,000101585;-4,80E-05;1,12E-04;-0,0340753;0,0141969
134,151;0,000181764;-0,000108747;2,12E-04;-0,0340666;0,0142977
134,152;0,000166067;2,35E-05;1,68E-04;-0,0340541;0,0143996
134,153;0,000116118;-0,00011494;1,63E-04;-0,0340371;0,0145021
134,154;0,000249968;-5,59E-05;2,56E-04;-0,034015;0,0146059
134,155;0,000109503;-0,000115035;1,59E-04;-0,0339882;0,0147089
134,156;0,000225415;-0,000176242;2,86E-04;-0,0339571;0,0148105
134,157;0,000164574;-8,32E-05;1,84E-04;-0,033922;0,0149105
134,158;6,42E-05;-4,34E-05;7,75E-05;-0,0338836;0,0150087
134,159;0,000201113;-8,82E-05;2,20E-04;-0,0338426;0,0151052
134,16;0,000135731;-5,82E-05;1,48E-04;-0,0337996;0,0151997
134,161;5,46E-05;-4,21E-06;5,48E-05;-0,0337556;0,0152923
134,162;0,000198141;-5,01E-05;2,04E-04;-0,0337112;0,015383
134,163;0,000148959;-4,38E-05;1,55E-04;-0,033667;0,0154721
134,164;7,68E-05;3,44E-06;7,68E-05;-0,0336235;0,0155598
134,165;0,000185323;-7,67E-05;2,01E-04;-0,033581;0,0156465
134,166;0,000188625;9,82E-07;1,89E-04;-0,0335395;0,0157324
134,167;0,000102043;4,85E-06;1,02E-04;-0,033499;0,0158177
134,168;5,15E-05;4,65E-05;6,94E-05;-0,0334594;0,0159029
134,169;0,000173797;-6,01E-05;1,84E-04;-0,0334206;0,0159879
134,17;0,000182983;-9,67E-06;1,83E-04;-0,0333823;0,016073
134,171;0,000102744;-1,88E-05;1,04E-04;-0,0333442;0,0161585
134,172;5,63E-05;1,26E-05;5,77E-05;-0,0333061;0,0162443
134,173;1,49E-05;4,04E-05;4,31E-05;-0,0332678;0,0163306
134,174;0,000153566;-0,000157629;2,20E-04;-0,0332292;0,0164171
134,175;0,000192654;-0,000467935;5,06E-04;-0,0331902;0,0165038
134,176;0,000304529;2,50E-05;3,06E-04;-0,0331506;0,0165909
134,177;0,000181775;-0,000166538;2,47E-04;-0,0331104;0,0166784
134,178;0,000314023;-0,000226759;3,87E-04;-0,0330697;0,016766
134,179;0,000295138;-0,000138895;3,26E-04;-0,0330286;0,0168536
134,18;0,000186155;-0,000140972;2,34E-04;-0,0329871;0,0169412
134,181;0,000102526;-8,82E-05;1,35E-04;-0,0329454;0,0170287
134,182;2,94E-05;-3,19E-05;4,34E-05;-0,0329033;0,0171159
134,183;-2,55E-05;2,48E-05;3,56E-05;-0,0328608;0,0172027
134,184;5,92E-05;-0,000276119;2,82E-04;-0,0328181;0,0172891
134,185;0,000231422;0,000100532;2,52E-04;-0,0327751;0,0173752
134,186;9,09E-05;-9,41E-05;1,31E-04;-0,032732;0,017461
134,187;0,00019143;-0,000367153;4,14E-04;-0,0326886;0,0175465
134,188;0,00034436;9,74E-05;3,58E-04;-0,0326451;0,0176317
134,189;0,000171441;-6,85E-05;1,85E-04;-0,0326014;0,0177167
134,19;0,000262066;-0,000319075;4,13E-04;-0,0325575;0,0178015
134,191;0,000394294;0,000101085;4,07E-04;-0,0325135;0,0178861
134,192;0,000201181;-4,50E-05;2,06E-04;-0,0324693;0,0179706
134,193;0,000279528;-0,000276226;3,93E-04;-0,0324248;0,018055
134,194;0,000416311;0,000114004;4,32E-04;-0,0323802;0,0181392
134,195;0,000196272;-1,69E-05;1,97E-04;-0,0323352;0,0182233
134,196;0,000239389;-0,000234704;3,35E-04;-0,0322899;0,0183072
134,197;0,000382368;7,72E-05;3,90E-04;-0,0322443;0,018391
134,198;0,000143265;-3,07E-05;1,47E-04;-0,0321983;0,0184745
134,199;0,000215332;-0,000209729;3,01E-04;-0,0321521;0,018558
134,2;0,000355538;8,92E-05;3,67E-04;-0,0321057;0,0186414
134,201;0,000103941;2,74E-06;1,04E-04;-0,0320589;0,0187246
134,202;0,000235001;-0,000133087;2,70E-04;-0,032012;0,0188078
134,203;0,000162494;6,20E-05;1,74E-04;-0,0319649;0,0188909
134,204;0,000111204;-0,00010388;1,52E-04;-0,0319175;0,0189738
134,205;0,000224954;0,000119642;2,55E-04;-0,0318699;0,0190567
134,206;-1,41E-05;8,55E-05;8,67E-05;-0,0318221;0,0191395
134,207;0,000172548;-1,47E-05;1,73E-04;-0,0317741;0,0192221
134,208;5,40E-05;8,45E-05;1,00E-04;-0,0317258;0,0193047
134,209;0,000154491;-7,43E-06;1,55E-04;-0,0316773;0,0193871
134,21;4,55E-05;0,000138266;1,46E-04;-0,0316286;0,0194694
134,211;0,000117021;5,69E-05;1,30E-04;-0,0315796;0,0195516
134,212;-8,97E-06;0,000161706;1,62E-04;-0,0315304;0,0196337
134,213;0,000110623;0,000102504;1,51E-04;-0,0315464;0,0197652
134,214;0,000253704;2,95E-05;2,55E-04;-0,0315474;0,0198842
134,215;0,000165135;0,000166125;2,34E-04;-0,0315333;0,0199921
134,216;-5,62E-05;6,76E-05;8,79E-05;-0,0315088;0,0200919
134,217;0,000176478;0,000182358;2,54E-04;-0,0314778;0,0201852
134,218;1,21E-06;6,48E-05;6,48E-05;-0,0314425;0,0202735
134,219;1,31E-06;9,34E-06;9,43E-06;-0,0314038;0,0203585
134,22;0,000256499;0,000128379;2,87E-04;-0,0313619;0,0204413
134,221;2,51E-05;1,44E-05;2,89E-05;-0,0313171;0,0205229
134,222;1,24E-05;-3,41E-06;1,29E-05;-0,0312695;0,0206038
134,223;0,000280585;5,95E-05;2,87E-04;-0,0312193;0,0206844
134,224;9,80E-05;1,70E-05;9,94E-05;-0,031167;0,0207648
134,225;1,86E-05;-1,05E-05;2,13E-05;-0,0311131;0,0208452
134,226;0,000302808;2,97E-05;3,04E-04;-0,0310581;0,0209257
134,227;0,000141868;5,32E-05;1,52E-04;-0,0310024;0,0210062
134,228;0,00016012;4,29E-07;1,60E-04;-0,0309464;0,0210867
134,229;2,60E-05;-7,76E-05;8,18E-05;-0,0308903;0,0211673
134,23;0,000330425;3,45E-05;3,32E-04;-0,0308344;0,0212479
134,231;0,000221581;7,20E-05;2,33E-04;-0,0307786;0,0213284
134,232;0,000274179;-9,71E-07;2,74E-04;-0,030723;0,0214088
134,233;0,000171003;-0,000119949;2,09E-04;-0,0306675;0,0214891
134,234;0,000472964;3,38E-05;4,74E-04;-0,0306121;0,0215691
134,235;0,000405646;7,87E-06;4,06E-04;-0,0305567;0,0216489
134,236;0,000308901;0,000160107;3,48E-04;-0,0305013;0,0217285
134,237;0,000178913;-9,89E-05;2,04E-04;-0,0304458;0,0218079
134,238;0,000309583;-5,58E-05;3,15E-04;-0,0303901;0,021887
134,239;0,000225636;-0,000324152;3,95E-04;-0,0303344;0,021966
134,24;0,000272056;-0,000321823;4,21E-04;-0,0302784;0,0220447
134,241;0,000152423;-0,000565147;5,85E-04;-0,0302223;0,0221233
134,242;0,000258219;-0,000449275;5,18E-04;-0,030166;0,0222017
134,243;0,000114203;-0,000655918;6,66E-04;-0,0301096;0,02228
134,244;0,000119943;-0,000554065;5,67E-04;-0,0300529;0,0223581
134,245;4,93E-05;-0,000767011;7,69E-04;-0,029996;0,0224361
134,246;0,00011038;-0,000571251;5,82E-04;-0,029939;0,0225139
134,247;8,21E-05;-0,00077157;7,76E-04;-0,0298817;0,0225916
134,248;3,97E-05;-0,000618426;6,20E-04;-0,0298241;0,0226691
134,249;2,46E-05;-0,000515905;5,16E-04;-0,0297664;0,0227466
134,25;-0,000153537;-0,000716248;7,33E-04;-0,0297084;0,0228238
134,251;7,32E-05;-0,000524397;5,29E-04;-0,0296502;0,022901
134,252;9,41E-05;-0,000549661;5,58E-04;-0,0295918;0,022978
134,253;0,000174931;-0,000527247;5,56E-04;-0,0295331;0,0230549
134,254;0,000125182;-0,000388794;4,08E-04;-0,0294742;0,0231316
134,255;-5,96E-05;-0,000422092;4,26E-04;-0,0294151;0,0232082
134,256;-6,62E-05;-0,00037776;3,84E-04;-0,0293558;0,0232846
134,257;9,95E-06;-0,000415962;4,16E-04;-0,0292963;0,0233608
134,258;-8,47E-05;-0,000398842;4,08E-04;-0,0292366;0,0234369
134,259;-3,86E-05;-0,000402643;4,04E-04;-0,0291767;0,0235129
134,26;7,40E-05;-0,000445831;4,52E-04;-0,0291165;0,0235887
134,261;-2,52E-05;-0,000380996;3,82E-04;-0,0290562;0,0236643
134,262;-4,41E-05;-0,000408491;4,11E-04;-0,0289956;0,0237398
134,263;-0,000173889;-0,000401477;4,38E-04;-0,0289348;0,0238151
134,264;-2,96E-05;-0,000396901;3,98E-04;-0,0288739;0,0238903
