sim_time; tb3_1?world_angular_velocity/y
128.534; 0.000171944
128.535; 0.000186469
128.536; 0.000196237
128.537; 0.00020185
128.538; 0.000205172
128.539; 0.000208066
128.54; 0.000211825
128.541; 0.000216913
128.542; 0.000222754
128.543; 0.000228388
128.544; 0.000232755
128.545; 0.000234913
128.546; 0.000234448
128.547; 0.000231404
128.548; 0.000226219
128.549; 0.000219677
128.55; 0.000212621
128.551; 0.000205813
128.552; 0.000199901
128.553; 0.000195249
128.554; 0.000191963
128.555; 0.000190003
128.556; 0.000189109
128.557; 0.00018897
128.558; 0.000189284
128.559; 0.000189708
128.56; 0.000190044
128.561; 0.000190087
128.562; 0.000189775
128.563; 0.000189072
128.564; 0.000188004
128.565; 0.000186651
128.566; 0.00018509
128.567; 0.000183422
128.568; 0.000181754
128.569; 0.000180192
128.57; 0.000178844
128.571; 0.000177792
128.572; 0.0001739
128.573; 0.000171578
128.574; 0.000175123
128.575; 0.000189267
128.576; 0.000212616
128.577; 0.000238153
128.578; 0.000258547
128.579; 0.000269127
128.58; 0.00026872
128.581; 0.000259117
128.582; 0.000243875
128.583; 0.000227007
128.584; 0.000211925
128.585; 0.000200831
128.586; 0.000194558
128.587; 0.00019276
128.588; 0.000194298
128.589; 0.000197676
128.59; 0.000201411
128.591; 0.000204302
128.592; 0.000205569
128.593; 0.000204885
128.594; 0.000202329
128.595; 0.000198279
128.596; 0.00019329
128.597; 0.000187965
128.598; 0.000182845
128.599; 0.000178335
128.6; 0.00017466
128.601; 0.000171865
128.602; 0.000169841
128.603; 0.000168377
128.604; 0.00016721
128.605; 0.000166086
128.606; 0.000164796
128.607; 0.000163205
128.608; 0.00016126
128.609; 0.000158978
128.61; 0.000156433
128.611; 0.000153726
128.612; 0.000150964
128.613; 0.00107069
128.614; 0.000422467
128.615; -0.000468645
128.616; -0.00091655
128.617; -0.00096778
128.618; -0.000725065
128.619; -0.000308003
128.62; 0.000122145
128.621; 0.000460811
128.622; 0.000668538
128.623; 0.000751911
128.624; 0.000737722
128.625; 0.000655105
128.626; 0.000528987
128.627; 0.000380685
128.628; 0.000230015
128.629; 9.55584e-05
128.63; -7.28632e-06
128.631; -6.90262e-05
128.632; -8.7866e-05
128.633; -6.96074e-05
128.634; -2.56831e-05
128.635; 2.9923e-05
128.636; 8.38769e-05
128.637; 0.000125985
128.638; 0.000150523
128.639; 0.000156365
128.64; 0.000146161
128.641; 0.000124973
128.642; 9.87707e-05
128.643; 7.31249e-05
128.644; 5.22803e-05
128.645; 3.869e-05
128.646; 3.29771e-05
128.647; 3.4228e-05
128.648; 4.04878e-05
128.649; 4.93266e-05
128.65; 5.83635e-05
128.651; 6.56695e-05
128.652; 7.00048e-05
128.653; 7.08875e-05
128.654; 6.85169e-05
128.655; 6.35955e-05
128.656; 5.71031e-05
128.657; 5.00701e-05
128.658; 4.3392e-05
128.659; 3.77061e-05
128.66; 3.33391e-05
128.661; 3.03202e-05
128.662; 2.84412e-05
128.663; 2.73448e-05
128.664; 2.66191e-05
128.665; 2.58796e-05
128.666; 2.48296e-05
128.667; 2.32917e-05
128.668; 2.12116e-05
128.669; 1.85679e-05
128.67; 1.48866e-05
128.671; 2.07141e-05
128.672; 3.3607e-05
128.673; 4.85999e-05
128.674; 6.06228e-05
128.675; 6.59932e-05
128.676; 6.28107e-05
128.677; 4.83194e-05
128.678; 3.57414e-05
128.679; 2.50479e-05
128.68; 1.69005e-05
128.681; 1.19378e-05
128.682; 1.04666e-05
128.683; 1.28861e-05
128.684; 1.78075e-05
128.685; 2.36644e-05
128.686; 2.91163e-05
128.687; 3.31948e-05
128.688; 3.54915e-05
128.689; 3.60352e-05
128.69; 3.51364e-05
128.691; 3.35823e-05
128.692; 3.26326e-05
128.693; 3.22718e-05
128.694; 3.2068e-05
128.695; 3.17078e-05
128.696; 3.10265e-05
128.697; 2.99506e-05
128.698; 2.96804e-05
128.699; 2.98096e-05
128.7; -0.000265699
128.701; -0.000171537
128.702; 8.12027e-05
128.703; 0.000321453
128.704; 0.000466581
128.705; 0.000496537
128.706; 0.000425101
128.707; 0.00028384
128.708; 0.000111383
128.709; -5.58182e-05
128.71; -0.000190011
128.711; -0.000275165
128.712; -0.000308412
128.713; -0.000932872
128.714; -0.00140209
128.715; -0.00135546
128.716; -0.000799942
128.717; 0.000112475
128.718; 0.00108773
128.719; 0.00187649
128.72; 0.00231686
128.721; 0.00234354
128.722; 0.00197526
128.723; 0.00133167
128.724; 0.000628388
128.725; -1.11894e-05
128.726; -0.000514144
128.727; -0.000852016
128.728; -0.00103117
128.729; -0.00108141
128.73; -0.00104301
128.731; -0.00095442
128.732; -0.000845317
128.733; -0.000733001
128.734; -0.00062442
128.735; -0.000519092
128.736; -0.00041496
128.737; -0.000311243
128.738; -0.000209435
128.739; -0.000111717
128.74; -2.26131e-05
128.741; 5.34471e-05
128.742; 0.000113457
128.743; 0.000156689
128.744; 0.000183439
128.745; 0.000195503
128.746; 0.00019551
128.747; 0.000186387
128.748; 0.000170934
128.749; 0.000151519
128.75; 0.000129999
128.751; 0.000107767
128.752; 8.58067e-05
128.753; 8.88618e-05
128.754; 9.26395e-05
128.755; 0.000108784
128.756; 0.000110044
128.757; 0.000121945
128.758; 0.00011376
128.759; 0.000110092
128.76; 8.56964e-05
128.761; 7.72899e-05
128.762; 5.25823e-05
128.763; 4.28397e-05
128.764; 1.65647e-05
128.765; 2.81511e-06
128.766; -1.4484e-05
128.767; -2.46165e-05
128.768; -4.00254e-05
128.769; -5.6002e-05
128.77; -7.44452e-05
128.771; -9.58738e-05
128.772; -0.000120997
128.773; -0.000148448
128.774; -0.000176793
128.775; -0.000204397
128.776; -0.000229778
128.777; -0.000251673
128.778; -0.000269167
