sim_time; tb3_1?world_angular_velocity/x
128,015;-0,000883163
128,016;-0,000257424
128,017;0,000336244
128,018;0,000755612
128,019;0,000945424
128,02;0,000919701
128,021;0,000743325
128,022;0,000440968
128,023;0,000181474
128,024;0,000122903
128,025;0,000147468
128,026;0,000200928
128,027;0,000246592
128,028;0,000259929
128,029;0,000230087
128,03;0,000167718
128,031;8,42E-05
128,032;-5,35E-06
128,033;-8,53E-05
128,034;-0,000143697
128,035;-0,000174812
128,036;-0,000179355
128,037;-0,000161685
128,038;-0,000128425
128,039;-8,76E-05
128,04;-4,58E-05
128,041;-6,87E-06
128,042;2,63E-05
128,043;5,31E-05
128,044;7,51E-05
128,045;9,33E-05
128,046;0,000109193
128,047;0,000124299
128,048;0,000139306
128,049;0,000141195
128,05;0,000106961
128,051;7,58E-05
128,052;6,28E-05
128,053;5,58E-05
128,054;2,07E-05
128,055;-5,22E-06
128,056;-1,01E-05
128,057;2,45E-06
128,058;2,36E-05
128,059;4,42E-05
128,06;5,71E-05
128,061;5,80E-05
128,062;4,46E-05
128,063;1,72E-05
128,064;-2,16E-05
128,065;-6,80E-05
128,066;-0,000117645
128,067;-0,000166768
128,068;-0,000212851
128,069;-0,000254285
128,07;-0,000289889
128,071;-0,000319047
128,072;-0,000341546
128,073;-0,000357584
128,074;-0,000367517
128,075;-0,000371696
128,076;-0,000370525
128,077;-0,00036431
128,078;-0,000353377
128,079;-0,000338634
128,08;-0,000320835
128,081;-0,000300348
128,082;-0,000277749
128,083;-0,000254021
128,084;-0,000230821
128,085;-0,000208975
128,086;-0,000189399
128,087;-0,000173406
128,088;-0,000161256
128,089;-0,000152925
128,09;-0,0001495
128,091;-0,000151186
128,092;-0,00015658
128,093;-0,000164104
128,094;-0,000172573
128,095;-0,000181226
128,096;-0,00018961
128,097;-0,000197501
128,098;-0,000204639
128,099;-0,000210914
128,1;-0,000216223
128,101;-0,000220424
128,102;-0,000223264
128,103;-0,000224645
128,104;-0,000224549
128,105;-0,00022299
128,106;-0,000220041
128,107;-0,000215958
128,108;-0,000211064
128,109;-0,000205622
128,11;-0,000199934
128,111;-0,000194322
128,112;-0,000189022
128,113;-0,00063527
128,114;-0,000586735
128,115;-0,000206874
128,116;0,000264368
128,117;0,00086932
128,118;0,000964669
128,119;0,000508472
128,12;-0,000103494
128,121;-0,000613468
128,122;-0,000910587
128,123;-0,000988069
128,124;-0,000891734
128,125;-0,000685109
128,126;-0,000430811
128,127;-0,000180025
128,128;2,72E-05
128,129;0,000167569
128,13;0,000233876
128,131;0,000232732
128,132;0,00018005
128,133;9,60E-05
128,134;9,36E-07
128,135;-8,82E-05
128,136;-0,000159293
128,137;-0,000206097
128,138;-0,000227401
128,139;-0,000226086
128,14;-0,000207637
128,141;-0,000178699
128,142;-0,000145865
128,143;-0,000114881
128,144;-9,09E-05
128,145;-8,40E-05
128,146;-9,49E-05
128,147;-0,000121067
128,148;-0,000164366
128,149;-0,000223604
128,15;-0,000275516
128,151;-0,000316946
128,152;-0,000344666
128,153;-0,000357203
128,154;-0,00035471
128,155;-0,000338738
128,156;-0,000309086
128,157;-0,000282326
128,158;-0,000261237
128,159;-0,000246402
128,16;-0,000237783
128,161;-0,000234566
128,162;-0,000235577
128,163;-0,000239411
128,164;-0,000244659
128,165;-0,000249952
128,166;-0,000254219
128,167;-0,000256786
128,168;-0,00025732
128,169;-0,000255939
128,17;-0,000252998
128,171;-0,00024893
128,172;-0,000244251
128,173;-0,000239416
128,174;-0,000234682
128,175;-0,000230263
128,176;-0,000226266
128,177;-0,000222681
128,178;-0,000219418
128,179;-0,000216417
128,18;-0,000213606
128,181;-0,00021092
128,182;-0,000208244
128,183;-0,000205573
128,184;-0,000202902
128,185;-0,000200235
128,186;-0,000197563
128,187;-0,000194842
128,188;-0,000192107
128,189;-0,000190514
128,19;-0,000189817
128,191;-0,000189389
128,192;-0,000188635
128,193;-0,000187242
128,194;-0,000185204
128,195;-0,000182898
128,196;-0,000180805
128,197;-0,000178948
128,198;-0,000177275
128,199;-0,00017573
128,2;-0,000174248
128,201;-0,000173211
128,202;-0,00017255
128,203;-0,000172058
128,204;-0,000171526
128,205;-0,000170817
128,206;-0,000169863
128,207;-0,00016864
128,208;-0,000167085
128,209;-0,000165785
128,21;-0,000165024
128,211;-0,000164975
128,212;-0,000165539
128,213;-0,000633595
128,214;-0,000381808
128,215;-0,000251532
128,216;-0,000610791
128,217;-0,00141982
128,218;-0,00235425
128,219;-0,00302994
128,22;-0,00320849
128,221;-0,00285785
128,222;-0,00211492
128,223;-0,00120456
128,224;-0,000355335
128,225;0,000263635
128,226;0,000571538
128,227;0,000563579
128,228;0,000515401
128,229;0,000710056
128,23;0,00103615
128,231;0,0012801
128,232;0,00132868
128,233;0,0011769
128,234;0,000886134
128,235;0,000536929
128,236;0,000160419
128,237;-0,000192978
128,238;-0,000524795
128,239;-0,00077547
128,24;-0,000869357
128,241;-0,000816695
128,242;-0,000688119
128,243;-0,000514498
128,244;-0,000335722
128,245;-0,000186794
128,246;-0,00148544
128,247;-0,00222753
128,248;-0,00247338
128,249;-0,00217887
128,25;-0,00150971
128,251;-0,000728999
128,252;-6,08E-05
128,253;0,000371146
128,254;0,000506104
128,255;0,000373115
128,256;7,05E-05
128,257;-0,000348813
128,258;-0,0007389
128,259;-0,00103907
128,26;-0,00118033
128,261;-0,00112686
128,262;-0,000898201
128,263;-0,000559249
128,264;-0,000197611
128,265;0,000102838
128,266;0,000294038
128,267;0,00036199
128,268;0,000295917
128,269;6,77E-05
128,27;-0,000245561
128,271;-0,000533417
128,272;-0,000672128
128,273;-0,000556043
128,274;-0,000230794
128,275;-0,000122932
128,276;0,000588448
128,277;0,000546262
128,278;-0,000578846
128,279;-0,0017692
128,28;-0,00156845
128,281;-0,000905753
128,282;-0,000394858
128,283;-0,000203395
128,284;-0,000256674
128,285;-0,000406254
128,286;-0,000531427
128,287;-0,000575572
128,288;-0,000537357
128,289;-0,000445342
128,29;-0,000334843
128,291;-0,000234144
128,292;-0,000159279
128,293;-0,000114519
128,294;-9,62E-05
128,295;-9,63E-05
128,296;-0,000105794
128,297;-0,000117009
128,298;-0,000124587
128,299;-0,00012631
128,3;-0,000122526
128,301;-0,000115051
128,302;-0,0001062
128,303;-9,80E-05
128,304;-9,16E-05
128,305;-8,75E-05
128,306;-8,57E-05
128,307;-8,58E-05
128,308;-8,70E-05
128,309;-8,88E-05
128,31;-9,06E-05
128,311;-9,20E-05
128,312;-9,32E-05
128,313;0,000583173
128,314;0,00101855
128,315;0,00114769
128,316;0,000930521
128,317;0,000498357
128,318;5,61E-05
128,319;-0,000247555
128,32;-0,000367437
128,321;-0,000337931
128,322;-0,000226946
128,323;-0,000100669
128,324;-5,25E-06
128,325;3,68E-05
128,326;2,23E-05
128,327;-4,05E-05
128,328;-0,000140803
128,329;-0,00027445
128,33;-0,000461831
128,331;-0,000770357
128,332;-0,00138864
128,333;-0,00169759
128,334;0,000577461
128,335;0,0029521
128,336;0,00413006
128,337;0,00397332
128,338;0,00288904
128,339;0,00144169
128,34;9,15E-05
128,341;-0,000896998
128,342;-0,00143387
128,343;-0,00169209
128,344;-0,0018217
128,345;-0,00132096
128,346;-0,00180604
128,347;-0,000653732
128,348;0,000573632
128,349;0,00101637
128,35;0,000622608
128,351;-0,000210684
128,352;-0,00101599
128,353;-0,00149187
128,354;-0,00156123
128,355;-0,00131159
128,356;-0,000905834
128,357;-0,00049051
128,358;-0,000153911
128,359;6,06E-05
128,36;0,000148302
128,361;0,000134103
128,362;5,75E-05
128,363;-4,01E-05
128,364;-0,000129011
128,365;-0,000201133
128,366;-0,000261772
128,367;-0,000312328
128,368;-0,000337518
128,369;-0,000328268
128,37;-0,000291495
128,371;-0,000246484
128,372;-0,00021721
128,373;-0,0002246
128,374;-0,000285416
128,375;-0,00041509
128,376;-0,000638458
128,377;-0,00100546
128,378;-0,00126601
128,379;-0,0015302
128,38;-0,000592607
128,381;0,000411488
128,382;0,000984967
128,383;0,00111346
128,384;0,000972105
128,385;0,000720895
128,386;0,00044679
128,387;0,000187829
128,388;-3,23E-05
128,389;-0,000192376
128,39;-0,00027885
128,391;-0,000294529
128,392;-0,000259408
128,393;-0,000203626
128,394;-0,000158453
128,395;-0,000148245
128,396;-0,000187439
128,397;-0,000280132
128,398;-0,000419817
128,399;-0,000208785
128,4;-0,000382976
128,401;-0,000897658
128,402;-0,00144544
128,403;-0,00183336
128,404;-0,00210128
128,405;-0,00243292
128,406;-0,00213746
128,407;0,00358419
128,408;0,00352405
128,409;0,00234896
128,41;0,00351673
128,411;0,00253828
128,412;0,00358657
128,413;0,00217053
128,414;0,00184494
128,415;0,00127605
128,416;0,00119527
128,417;0,00200047
128,418;0,000837946
128,419;0,000504872
128,42;0,000719097
128,421;0,00118921
128,422;0,000671308
128,423;0,00061159
128,424;0,00082785
128,425;0,00115429
128,426;0,00139616
128,427;0,001048
128,428;0,000879442
128,429;0,000838932
128,43;0,000828554
128,431;0,000855576
128,432;0,000894256
128,433;0,000921628
128,434;0,0009231
128,435;0,000849342
128,436;0,000764151
128,437;0,000668692
128,438;0,000567493
128,439;0,000464218
128,44;0,000362204
128,441;0,000264375
128,442;0,000172479
128,443;8,60E-05
128,444;3,54E-06
128,445;-7,75E-05
128,446;-0,000160268
128,447;-0,000248309
128,448;-0,000346351
128,449;-0,000408885
128,45;-0,000425944
128,451;-0,000373655
128,452;-0,000299344
128,453;-0,000236008
128,454;-0,000283165
128,455;-0,00059643
128,456;-0,000229412
128,457;0,000426998
128,458;0,000770815
128,459;0,000786174
128,46;0,000700814
128,461;0,000590799
128,462;0,000152047
