sim_time, tb3_1?world_pose/position/x
127.598, -0.810416
127.599, -0.810382
127.6, -0.810349
127.601, -0.810315
127.602, -0.810281
127.603, -0.810247
127.604, -0.810214
127.605, -0.81018
127.606, -0.810146
127.607, -0.810112
127.608, -0.810078
127.609, -0.810044
127.61, -0.81001
127.611, -0.809975
127.612, -0.809941
127.613, -0.809907
127.614, -0.809873
127.615, -0.809838
127.616, -0.809804
127.617, -0.809769
127.618, -0.809735
127.619, -0.8097
127.62, -0.809666
127.621, -0.809631
127.622, -0.809596
127.623, -0.809561
127.624, -0.809526
127.625, -0.809491
127.626, -0.809456
127.627, -0.809421
127.628, -0.809386
127.629, -0.809351
127.63, -0.809316
127.631, -0.809281
127.632, -0.809245
127.633, -0.80921
127.634, -0.809175
127.635, -0.809139
127.636, -0.809104
127.637, -0.809068
127.638, -0.809033
127.639, -0.808997
127.64, -0.808962
127.641, -0.808927
127.642, -0.808891
127.643, -0.808856
127.644, -0.808821
127.645, -0.808785
127.646, -0.80875
127.647, -0.808715
127.648, -0.80868
127.649, -0.808645
127.65, -0.80861
127.651, -0.808575
127.652, -0.80854
127.653, -0.808505
127.654, -0.80847
127.655, -0.808435
127.656, -0.8084
127.657, -0.808365
127.658, -0.80833
127.659, -0.808296
127.66, -0.808261
127.661, -0.808226
127.662, -0.808191
127.663, -0.808156
127.664, -0.808122
127.665, -0.808087
127.666, -0.808052
127.667, -0.808018
127.668, -0.807983
127.669, -0.807948
127.67, -0.807914
127.671, -0.807879
127.672, -0.807845
127.673, -0.80781
127.674, -0.807776
127.675, -0.807741
127.676, -0.807707
127.677, -0.807673
127.678, -0.807638
127.679, -0.807604
127.68, -0.80757
127.681, -0.807535
127.682, -0.807501
127.683, -0.807467
127.684, -0.807433
127.685, -0.807398
127.686, -0.807364
127.687, -0.80733
127.688, -0.807296
127.689, -0.807262
127.69, -0.807228
127.691, -0.807194
127.692, -0.80716
127.693, -0.807126
127.694, -0.807092
127.695, -0.807058
127.696, -0.807024
127.697, -0.80699
127.698, -0.806957
127.699, -0.806923
127.7, -0.806889
127.701, -0.806855
127.702, -0.806822
127.703, -0.806788
127.704, -0.806755
127.705, -0.806721
127.706, -0.806687
127.707, -0.806654
127.708, -0.80662
127.709, -0.806587
127.71, -0.806554
127.711, -0.80652
127.712, -0.806487
127.713, -0.806453
127.714, -0.80642
127.715, -0.806386
127.716, -0.806351
127.717, -0.806317
127.718, -0.806282
127.719, -0.806247
127.72, -0.806212
127.721, -0.806177
127.722, -0.806142
127.723, -0.806106
127.724, -0.806071
127.725, -0.806035
127.726, -0.805999
127.727, -0.805964
127.728, -0.805928
127.729, -0.805893
127.73, -0.805857
127.731, -0.805822
127.732, -0.805786
127.733, -0.805751
127.734, -0.805715
127.735, -0.80568
127.736, -0.805645
127.737, -0.80561
127.738, -0.805575
127.739, -0.80554
127.74, -0.805505
127.741, -0.80547
127.742, -0.805435
127.743, -0.8054
127.744, -0.805365
127.745, -0.80533
127.746, -0.805296
127.747, -0.805261
127.748, -0.805226
127.749, -0.805191
127.75, -0.805157
127.751, -0.805122
127.752, -0.805088
127.753, -0.805053
127.754, -0.805018
127.755, -0.804984
127.756, -0.804949
127.757, -0.804915
127.758, -0.80488
127.759, -0.804846
127.76, -0.804811
127.761, -0.804777
127.762, -0.804742
127.763, -0.804708
127.764, -0.804674
127.765, -0.804639
127.766, -0.804605
127.767, -0.804571
127.768, -0.804537
127.769, -0.804503
127.77, -0.80447
127.771, -0.804436
127.772, -0.804402
127.773, -0.804369
127.774, -0.804335
127.775, -0.804302
127.776, -0.804269
127.777, -0.804236
127.778, -0.804203
127.779, -0.80417
127.78, -0.804137
127.781, -0.804104
127.782, -0.804071
127.783, -0.804039
127.784, -0.804007
127.785, -0.803974
127.786, -0.803942
127.787, -0.80391
127.788, -0.803879
127.789, -0.803847
127.79, -0.803815
127.791, -0.803784
127.792, -0.803752
127.793, -0.803721
127.794, -0.80369
127.795, -0.803658
127.796, -0.803627
127.797, -0.803596
127.798, -0.803565
127.799, -0.803534
127.8, -0.803503
127.801, -0.803472
127.802, -0.803441
127.803, -0.80341
127.804, -0.803379
127.805, -0.803348
127.806, -0.803317
127.807, -0.803286
127.808, -0.803255
127.809, -0.803225
127.81, -0.803194
127.811, -0.803164
127.812, -0.803133
127.813, -0.803103
127.814, -0.803073
127.815, -0.803043
127.816, -0.803012
127.817, -0.802982
127.818, -0.802952
127.819, -0.802922
127.82, -0.802892
127.821, -0.802862
127.822, -0.802831
127.823, -0.802802
127.824, -0.802772
127.825, -0.802742
127.826, -0.802712
127.827, -0.802683
127.828, -0.802653
127.829, -0.802624
127.83, -0.802594
127.831, -0.802565
127.832, -0.802536
127.833, -0.802507
127.834, -0.802477
127.835, -0.802448
127.836, -0.802419
127.837, -0.80239
127.838, -0.802362
127.839, -0.802333
127.84, -0.802304
127.841, -0.802275
127.842, -0.802247
127.843, -0.802218
127.844, -0.80219
127.845, -0.802162
127.846, -0.802133
127.847, -0.802105
127.848, -0.802077
127.849, -0.802049
127.85, -0.802021
127.851, -0.801993
127.852, -0.801965
127.853, -0.801937
127.854, -0.80191
127.855, -0.801882
127.856, -0.801854
127.857, -0.801827
127.858, -0.8018
127.859, -0.801772
127.86, -0.801745
127.861, -0.801718
127.862, -0.801691
127.863, -0.801664
127.864, -0.801637
127.865, -0.80161
127.866, -0.801583
127.867, -0.801556
127.868, -0.801529
127.869, -0.801503
127.87, -0.801476
127.871, -0.80145
127.872, -0.801424
127.873, -0.801397
127.874, -0.801371
127.875, -0.801345
127.876, -0.801319
127.877, -0.801293
127.878, -0.801267
127.879, -0.801241
127.88, -0.801215
127.881, -0.80119
127.882, -0.801164
127.883, -0.801139
127.884, -0.801113
127.885, -0.801088
127.886, -0.801063
127.887, -0.801037
127.888, -0.801012
127.889, -0.800987
127.89, -0.800962
127.891, -0.800937
127.892, -0.800913
127.893, -0.800888
127.894, -0.800863
127.895, -0.800839
127.896, -0.800814
127.897, -0.80079
127.898, -0.800766
127.899, -0.800741
127.9, -0.800717
127.901, -0.800693
127.902, -0.800669
127.903, -0.800645
127.904, -0.800622
127.905, -0.800598
127.906, -0.800574
127.907, -0.800551
127.908, -0.800527
127.909, -0.800504
127.91, -0.80048
127.911, -0.800457
127.912, -0.800434
127.913, -0.800411
127.914, -0.800388
127.915, -0.800365
127.916, -0.800342
127.917, -0.800319
127.918, -0.800297
127.919, -0.800274
127.92, -0.800251
127.921, -0.800229
127.922, -0.800206
127.923, -0.800184
127.924, -0.800162
127.925, -0.800139
127.926, -0.800117
127.927, -0.800095
127.928, -0.800073
127.929, -0.800052
127.93, -0.80003
127.931, -0.800008
127.932, -0.799987
127.933, -0.799965
127.934, -0.799944
127.935, -0.799923
127.936, -0.799902
127.937, -0.79988
127.938, -0.799859
127.939, -0.799839
127.94, -0.799818
127.941, -0.799797
127.942, -0.799776
127.943, -0.799756
127.944, -0.799735
127.945, -0.799715
127.946, -0.799695
127.947, -0.799675
127.948, -0.799654
127.949, -0.799634
127.95, -0.799615
127.951, -0.799595
127.952, -0.799575
127.953, -0.799555
127.954, -0.799536
127.955, -0.799517
127.956, -0.799497
127.957, -0.799478
127.958, -0.799459
127.959, -0.79944
127.96, -0.799421
127.961, -0.799402
127.962, -0.799383
127.963, -0.799365
127.964, -0.799346
127.965, -0.799327
127.966, -0.799309
127.967, -0.799291
127.968, -0.799273
127.969, -0.799254
127.97, -0.799236
127.971, -0.799219
127.972, -0.799201
127.973, -0.799183
127.974, -0.799165
127.975, -0.799148
127.976, -0.799131
127.977, -0.799113
127.978, -0.799096
127.979, -0.799079
127.98, -0.799062
127.981, -0.799045
127.982, -0.799028
127.983, -0.799011
127.984, -0.798994
127.985, -0.798978
127.986, -0.798961
127.987, -0.798945
127.988, -0.798928
127.989, -0.798912
127.99, -0.798896
127.991, -0.79888
127.992, -0.798864
127.993, -0.798848
127.994, -0.798832
127.995, -0.798816
127.996, -0.798801
127.997, -0.798785
127.998, -0.79877
127.999, -0.798755
128, -0.798739
128.001, -0.798724
128.002, -0.798709
128.003, -0.798694
128.004, -0.79868
128.005, -0.798665
128.006, -0.79865
128.007, -0.798636
128.008, -0.798621
128.009, -0.798607
128.01, -0.798593
128.011, -0.798579
128.012, -0.798565
128.013, -0.798551
128.014, -0.798537
128.015, -0.798523
128.016, -0.798509
128.017, -0.798495
128.018, -0.798482
128.019, -0.798468
128.02, -0.798455
128.021, -0.798442
128.022, -0.798429
128.023, -0.798415
128.024, -0.798403
128.025, -0.79839
128.026, -0.798377
128.027, -0.798365
128.028, -0.798352
128.029, -0.79834
128.03, -0.798328
128.031, -0.798316
128.032, -0.798304
128.033, -0.798292
128.034, -0.798281
128.035, -0.798269
128.036, -0.798257
128.037, -0.798246
128.038, -0.798235
128.039, -0.798224
128.04, -0.798212
128.041, -0.798201
128.042, -0.798191
128.043, -0.79818
128.044, -0.798169
128.045, -0.798158
128.046, -0.798148
128.047, -0.798137
128.048, -0.798127
128.049, -0.798117
128.05, -0.798106
128.051, -0.798096
128.052, -0.798086
128.053, -0.798076
128.054, -0.798067
128.055, -0.798057
128.056, -0.798047
128.057, -0.798038
128.058, -0.798028
128.059, -0.798019
128.06, -0.798009
128.061, -0.798
128.062, -0.797991
128.063, -0.797982
128.064, -0.797973
128.065, -0.797964
128.066, -0.797955
128.067, -0.797946
128.068, -0.797938
128.069, -0.797929
128.07, -0.797921
128.071, -0.797913
128.072, -0.797904
128.073, -0.797896
128.074, -0.797888
128.075, -0.79788
128.076, -0.797873
128.077, -0.797865
128.078, -0.797857
128.079, -0.79785
128.08, -0.797843
128.081, -0.797835
128.082, -0.797828
128.083, -0.797821
128.084, -0.797814
128.085, -0.797808
128.086, -0.797801
128.087, -0.797794
128.088, -0.797788
128.089, -0.797782
128.09, -0.797775
128.091, -0.797769
128.092, -0.797763
128.093, -0.797757
128.094, -0.797751
128.095, -0.797745
128.096, -0.79774
128.097, -0.797734
128.098, -0.797729
128.099, -0.797723
128.1, -0.797718
128.101, -0.797713
128.102, -0.797708
128.103, -0.797703
128.104, -0.797698
128.105, -0.797693
128.106, -0.797688
128.107, -0.797684
128.108, -0.797679
128.109, -0.797675
128.11, -0.797671
128.111, -0.797667
128.112, -0.797663
128.113, -0.797659
128.114, -0.797655
128.115, -0.797651
128.116, -0.797647
128.117, -0.797644
128.118, -0.79764
128.119, -0.797637
128.12, -0.797633
128.121, -0.79763
128.122, -0.797627
128.123, -0.797624
128.124, -0.797621
128.125, -0.797619
128.126, -0.797616
128.127, -0.797613
128.128, -0.797611
128.129, -0.797609
128.13, -0.797606
128.131, -0.797604
128.132, -0.797602
128.133, -0.7976
128.134, -0.797599
128.135, -0.797597
128.136, -0.797595
128.137, -0.797594
128.138, -0.797592
128.139, -0.797591
128.14, -0.79759
128.141, -0.797588
128.142, -0.797587
128.143, -0.797586
128.144, -0.797586
128.145, -0.797585
128.146, -0.797584
128.147, -0.797584
128.148, -0.797583
128.149, -0.797583
128.15, -0.797583
128.151, -0.797582
128.152, -0.797582
128.153, -0.797583
128.154, -0.797583
128.155, -0.797583
128.156, -0.797583
128.157, -0.797584
128.158, -0.797584
128.159, -0.797585
128.16, -0.797586
128.161, -0.797587
128.162, -0.797588
128.163, -0.797589
128.164, -0.79759
128.165, -0.797591
128.166, -0.797593
128.167, -0.797594
128.168, -0.797596
128.169, -0.797598
128.17, -0.797599
128.171, -0.797601
128.172, -0.797603
128.173, -0.797605
128.174, -0.797608
128.175, -0.79761
128.176, -0.797612
128.177, -0.797615
128.178, -0.797617
128.179, -0.79762
128.18, -0.797623
128.181, -0.797626
128.182, -0.797629
128.183, -0.797632
128.184, -0.797635
128.185, -0.797639
128.186, -0.797642
128.187, -0.797646
128.188, -0.797649
128.189, -0.797653
128.19, -0.797657
128.191, -0.797661
128.192, -0.797665
128.193, -0.797669
128.194, -0.797673
128.195, -0.797677
128.196, -0.797682
128.197, -0.797686
128.198, -0.797691
128.199, -0.797696
128.2, -0.797701
128.201, -0.797705
128.202, -0.797711
128.203, -0.797716
128.204, -0.797721
128.205, -0.797726
128.206, -0.797732
128.207, -0.797737
128.208, -0.797743
128.209, -0.797749
128.21, -0.797754
128.211, -0.79776
128.212, -0.797766
128.213, -0.797773
128.214, -0.797779
128.215, -0.797786
128.216, -0.797792
128.217, -0.797799
128.218, -0.797806
128.219, -0.797813
128.22, -0.797821
128.221, -0.797828
128.222, -0.797836
128.223, -0.797843
128.224, -0.797851
128.225, -0.797859
128.226, -0.797867
128.227, -0.797876
128.228, -0.797884
128.229, -0.797893
128.23, -0.797902
128.231, -0.797911
128.232, -0.797919
128.233, -0.797928
128.234, -0.797938
128.235, -0.797947
128.236, -0.797956
128.237, -0.797965
128.238, -0.797975
128.239, -0.797984
128.24, -0.797994
128.241, -0.798004
128.242, -0.798013
128.243, -0.798023
128.244, -0.798033
128.245, -0.798043
128.246, -0.798054
128.247, -0.798064
128.248, -0.798075
128.249, -0.798086
128.25, -0.798097
128.251, -0.798109
128.252, -0.798121
128.253, -0.798133
128.254, -0.798145
128.255, -0.798157
128.256, -0.79817
128.257, -0.798183
128.258, -0.798196
128.259, -0.798209
128.26, -0.798223
128.261, -0.798237
128.262, -0.798251
128.263, -0.798265
128.264, -0.798279
128.265, -0.798294
128.266, -0.798309
128.267, -0.798324
128.268, -0.79834
128.269, -0.798355
128.27, -0.798371
128.271, -0.798388
128.272, -0.798404
128.273, -0.798421
128.274, -0.798438
128.275, -0.798456
128.276, -0.798474
128.277, -0.798492
128.278, -0.79851
128.279, -0.798529
128.28, -0.798548
128.281, -0.798567
128.282, -0.798586
128.283, -0.798606
128.284, -0.798626
128.285, -0.798646
128.286, -0.798667
128.287, -0.798688
128.288, -0.798709
128.289, -0.79873
128.29, -0.798752
128.291, -0.798774
128.292, -0.798796
128.293, -0.798819
128.294, -0.798842
128.295, -0.798865
128.296, -0.798888
128.297, -0.798912
128.298, -0.798936
128.299, -0.79896
128.3, -0.798984
128.301, -0.799009
128.302, -0.799034
128.303, -0.799059
128.304, -0.799085
128.305, -0.799111
128.306, -0.799137
128.307, -0.799163
128.308, -0.79919
128.309, -0.799216
128.31, -0.799243
128.311, -0.799271
128.312, -0.799298
128.313, -0.799326
128.314, -0.799353
128.315, -0.79938
128.316, -0.799407
128.317, -0.799434
128.318, -0.79946
128.319, -0.799487
128.32, -0.799514
128.321, -0.79954
128.322, -0.799566
128.323, -0.799592
128.324, -0.799619
128.325, -0.799645
128.326, -0.79967
128.327, -0.799696
128.328, -0.799722
128.329, -0.799747
128.33, -0.799773
128.331, -0.799798
128.332, -0.799823
128.333, -0.799848
128.334, -0.799872
128.335, -0.799897
128.336, -0.799922
128.337, -0.799946
128.338, -0.799971
128.339, -0.799995
128.34, -0.800019
128.341, -0.800044
128.342, -0.800068
128.343, -0.800093
128.344, -0.800117
128.345, -0.800141
128.346, -0.800166
128.347, -0.80019
128.348, -0.800214
128.349, -0.800239
128.35, -0.800263
128.351, -0.800288
128.352, -0.800312
128.353, -0.800337
128.354, -0.800362
128.355, -0.800387
128.356, -0.800411
128.357, -0.800436
128.358, -0.800461
128.359, -0.800486
128.36, -0.800512
128.361, -0.800537
128.362, -0.800562
128.363, -0.800588
128.364, -0.800613
128.365, -0.800639
128.366, -0.800665
128.367, -0.800691
128.368, -0.800717
128.369, -0.800743
128.37, -0.800769
128.371, -0.800795
128.372, -0.800822
128.373, -0.800848
128.374, -0.800875
128.375, -0.800901
128.376, -0.800928
128.377, -0.800955
128.378, -0.800982
128.379, -0.80101
128.38, -0.801037
128.381, -0.801064
128.382, -0.801092
128.383, -0.80112
128.384, -0.801148
128.385, -0.801176
128.386, -0.801204
128.387, -0.801232
128.388, -0.801261
128.389, -0.801289
128.39, -0.801318
128.391, -0.801347
128.392, -0.801376
128.393, -0.801405
128.394, -0.801435
128.395, -0.801464
128.396, -0.801494
128.397, -0.801524
128.398, -0.801554
128.399, -0.801585
128.4, -0.801615
128.401, -0.801645
128.402, -0.801675
128.403, -0.801706
128.404, -0.801736
128.405, -0.801766
128.406, -0.801796
128.407, -0.801826
128.408, -0.801856
128.409, -0.801885
128.41, -0.801915
128.411, -0.801944
128.412, -0.801974
128.413, -0.802003
128.414, -0.802033
128.415, -0.802062
128.416, -0.802091
128.417, -0.802121
128.418, -0.80215
128.419, -0.802179
128.42, -0.802209
128.421, -0.802238
128.422, -0.802267
128.423, -0.802296
128.424, -0.802325
128.425, -0.802355
128.426, -0.802384
128.427, -0.802413
128.428, -0.802442
128.429, -0.802471
128.43, -0.802501
128.431, -0.80253
128.432, -0.802559
128.433, -0.802588
128.434, -0.802617
128.435, -0.802646
128.436, -0.802675
128.437, -0.802704
128.438, -0.802733
128.439, -0.802762
128.44, -0.802791
128.441, -0.80282
128.442, -0.802849
128.443, -0.802879
128.444, -0.802908
128.445, -0.802937
128.446, -0.802966
128.447, -0.802995
128.448, -0.803024
128.449, -0.803053
128.45, -0.803082
128.451, -0.803111
128.452, -0.80314
128.453, -0.80317
128.454, -0.803199
128.455, -0.803228
128.456, -0.803257
128.457, -0.803287
128.458, -0.803316
128.459, -0.803346
128.46, -0.803375
128.461, -0.803405
128.462, -0.803434
128.463, -0.803464
128.464, -0.803494
128.465, -0.803523
128.466, -0.803553
128.467, -0.803583
128.468, -0.803613
128.469, -0.803643
128.47, -0.803673
128.471, -0.803703
128.472, -0.803733
128.473, -0.803763
128.474, -0.803793
128.475, -0.803824
128.476, -0.803854
128.477, -0.803884
128.478, -0.803914
128.479, -0.803945
128.48, -0.803975
128.481, -0.804005
128.482, -0.804036
128.483, -0.804066
128.484, -0.804097
128.485, -0.804128
128.486, -0.804159
128.487, -0.804189
128.488, -0.80422
128.489, -0.804251
128.49, -0.804282
128.491, -0.804313
128.492, -0.804345
128.493, -0.804376
128.494, -0.804407
128.495, -0.804439
128.496, -0.80447
128.497, -0.804502
128.498, -0.804534
128.499, -0.804566
128.5, -0.804598
128.501, -0.80463
128.502, -0.804662
128.503, -0.804694
128.504, -0.804727
128.505, -0.804759
128.506, -0.804792
128.507, -0.804824
128.508, -0.804857
128.509, -0.80489
128.51, -0.804923
128.511, -0.804956
128.512, -0.80499
128.513, -0.805023
128.514, -0.805057
128.515, -0.805091
128.516, -0.805124
128.517, -0.805158
128.518, -0.805192
128.519, -0.805226
128.52, -0.805259
128.521, -0.805293
128.522, -0.805327
128.523, -0.80536
128.524, -0.805394
128.525, -0.805428
128.526, -0.805462
128.527, -0.805495
128.528, -0.805529
128.529, -0.805563
128.53, -0.805597
128.531, -0.805631
128.532, -0.805665
128.533, -0.805699
128.534, -0.805734
128.535, -0.805768
128.536, -0.805802
128.537, -0.805837
128.538, -0.805871
128.539, -0.805906
128.54, -0.80594
128.541, -0.805975
128.542, -0.80601
128.543, -0.806044
128.544, -0.806079
128.545, -0.806114
128.546, -0.806149
128.547, -0.806183
128.548, -0.806218
128.549, -0.806253
128.55, -0.806288
128.551, -0.806323
128.552, -0.806358
128.553, -0.806393
128.554, -0.806429
128.555, -0.806464
128.556, -0.806499
128.557, -0.806534
128.558, -0.80657
128.559, -0.806605
128.56, -0.806641
128.561, -0.806676
128.562, -0.806712
128.563, -0.806747
128.564, -0.806783
128.565, -0.806818
128.566, -0.806854
128.567, -0.80689
128.568, -0.806926
128.569, -0.806962
128.57, -0.806997
128.571, -0.807033
128.572, -0.807069
128.573, -0.807105
128.574, -0.807141
128.575, -0.807177
128.576, -0.807213
128.577, -0.80725
128.578, -0.807286
128.579, -0.807322
128.58, -0.807358
128.581, -0.807395
128.582, -0.807431
128.583, -0.807467
128.584, -0.807504
128.585, -0.80754
128.586, -0.807577
128.587, -0.807613
128.588, -0.80765
128.589, -0.807686
128.59, -0.807723
128.591, -0.80776
128.592, -0.807796
128.593, -0.807833
128.594, -0.80787
128.595, -0.807907
128.596, -0.807944
128.597, -0.807981
128.598, -0.808018
128.599, -0.808055
128.6, -0.808092
128.601, -0.808129
128.602, -0.808166
128.603, -0.808203
128.604, -0.80824
128.605, -0.808277
128.606, -0.808314
128.607, -0.808352
128.608, -0.808389
128.609, -0.808426
128.61, -0.808464
128.611, -0.808501
128.612, -0.808538
128.613, -0.808576
128.614, -0.808613
128.615, -0.808651
128.616, -0.808688
128.617, -0.808725
128.618, -0.808762
128.619, -0.8088
128.62, -0.808837
128.621, -0.808875
128.622, -0.808912
128.623, -0.808949
128.624, -0.808987
128.625, -0.809024
128.626, -0.809062
128.627, -0.809099
128.628, -0.809137
128.629, -0.809174
128.63, -0.809212
128.631, -0.80925
128.632, -0.809287
128.633, -0.809325
128.634, -0.809363
128.635, -0.809401
128.636, -0.809438
128.637, -0.809476
128.638, -0.809514
128.639, -0.809552
128.64, -0.80959
128.641, -0.809628
128.642, -0.809666
128.643, -0.809704
128.644, -0.809742
128.645, -0.80978
128.646, -0.809818
128.647, -0.809856
128.648, -0.809894
128.649, -0.809932
128.65, -0.80997
128.651, -0.810008
128.652, -0.810047
128.653, -0.810085
128.654, -0.810123
128.655, -0.810161
128.656, -0.8102
128.657, -0.810238
128.658, -0.810276
128.659, -0.810315
128.66, -0.810353
128.661, -0.810391
128.662, -0.81043
128.663, -0.810468
128.664, -0.810507
128.665, -0.810545
128.666, -0.810584
128.667, -0.810622
128.668, -0.810661
128.669, -0.810699
128.67, -0.810738
128.671, -0.810776
128.672, -0.810815
128.673, -0.810854
128.674, -0.810892
128.675, -0.810931
128.676, -0.81097
128.677, -0.811008
128.678, -0.811047
128.679, -0.811086
128.68, -0.811125
128.681, -0.811163
128.682, -0.811202
128.683, -0.811241
128.684, -0.81128
128.685, -0.811319
128.686, -0.811358
128.687, -0.811396
128.688, -0.811435
128.689, -0.811474
128.69, -0.811513
128.691, -0.811552
128.692, -0.811591
128.693, -0.81163
128.694, -0.811669
128.695, -0.811708
128.696, -0.811747
128.697, -0.811786
128.698, -0.811825
128.699, -0.811864
128.7, -0.811903
128.701, -0.811942
128.702, -0.811981
128.703, -0.81202
128.704, -0.812059
128.705, -0.812098
128.706, -0.812136
128.707, -0.812175
128.708, -0.812214
128.709, -0.812253
128.71, -0.812292
128.711, -0.812331
128.712, -0.81237
128.713, -0.81241
128.714, -0.812449
128.715, -0.812488
128.716, -0.812527
128.717, -0.812567
128.718, -0.812606
128.719, -0.812645
128.72, -0.812684
128.721, -0.812723
128.722, -0.812761
128.723, -0.8128
128.724, -0.812839
128.725, -0.812877
128.726, -0.812916
128.727, -0.812954
128.728, -0.812993
128.729, -0.813032
128.73, -0.813071
128.731, -0.81311
128.732, -0.813148
128.733, -0.813187
128.734, -0.813226
128.735, -0.813265
128.736, -0.813304
128.737, -0.813344
128.738, -0.813383
128.739, -0.813422
128.74, -0.813461
128.741, -0.8135
128.742, -0.813539
128.743, -0.813578
128.744, -0.813618
128.745, -0.813657
128.746, -0.813696
128.747, -0.813735
128.748, -0.813774
128.749, -0.813813
128.75, -0.813852
128.751, -0.813891
128.752, -0.81393
128.753, -0.813969
128.754, -0.814008
128.755, -0.814047
128.756, -0.814086
128.757, -0.814125
128.758, -0.814164
128.759, -0.814203
128.76, -0.814242
128.761, -0.814281
128.762, -0.81432
128.763, -0.814359
128.764, -0.814398
128.765, -0.814437
128.766, -0.814476
128.767, -0.814515
128.768, -0.814553
128.769, -0.814592
128.77, -0.814631
128.771, -0.81467
128.772, -0.814709
128.773, -0.814747
128.774, -0.814786
128.775, -0.814825
128.776, -0.814864
128.777, -0.814902
128.778, -0.814941
128.779, -0.81498
128.78, -0.815018
128.781, -0.815057
128.782, -0.815096
128.783, -0.815134
128.784, -0.815173
128.785, -0.815212
128.786, -0.81525
128.787, -0.815289
128.788, -0.815327
128.789, -0.815366
128.79, -0.815404
128.791, -0.815443
128.792, -0.815481
128.793, -0.815519
128.794, -0.815558
128.795, -0.815596
128.796, -0.815634
128.797, -0.815673
128.798, -0.815711
128.799, -0.815749
128.8, -0.815787
128.801, -0.815826
128.802, -0.815864
128.803, -0.815902
128.804, -0.81594
128.805, -0.815978
128.806, -0.816017
128.807, -0.816055
128.808, -0.816093
128.809, -0.816131
128.81, -0.816169
128.811, -0.816208
128.812, -0.816246
128.813, -0.816284
128.814, -0.816321
128.815, -0.816359
128.816, -0.816396
128.817, -0.816432
128.818, -0.816468
128.819, -0.816504
128.82, -0.81654
128.821, -0.816575
128.822, -0.81661
128.823, -0.816644
128.824, -0.816678
128.825, -0.816712
128.826, -0.816746
128.827, -0.816779
128.828, -0.816812
128.829, -0.816845
128.83, -0.816877
128.831, -0.816909
128.832, -0.816941
128.833, -0.816973
128.834, -0.817004
128.835, -0.817035
128.836, -0.817065
128.837, -0.817096
128.838, -0.817126
128.839, -0.817156
128.84, -0.817186
128.841, -0.817215
128.842, -0.817245
128.843, -0.817274
128.844, -0.817302
128.845, -0.817331
128.846, -0.817359
128.847, -0.817388
128.848, -0.817416
128.849, -0.817443
128.85, -0.817471
128.851, -0.817498
128.852, -0.817525
128.853, -0.817552
128.854, -0.817579
128.855, -0.817605
128.856, -0.817632
128.857, -0.817658
128.858, -0.817684
128.859, -0.81771
128.86, -0.817736
128.861, -0.817761
128.862, -0.817786
128.863, -0.817812
128.864, -0.817837
128.865, -0.817862
128.866, -0.817886
128.867, -0.817911
128.868, -0.817936
128.869, -0.81796
128.87, -0.817984
128.871, -0.818008
128.872, -0.818032
128.873, -0.818056
128.874, -0.81808
128.875, -0.818104
128.876, -0.818127
128.877, -0.818151
128.878, -0.818174
128.879, -0.818197
128.88, -0.81822
128.881, -0.818243
128.882, -0.818266
128.883, -0.818289
128.884, -0.818312
128.885, -0.818335
128.886, -0.818357
128.887, -0.81838
128.888, -0.818402
128.889, -0.818425
128.89, -0.818447
128.891, -0.818469
128.892, -0.818492
128.893, -0.818514
128.894, -0.818536
128.895, -0.818558
128.896, -0.81858
128.897, -0.818602
128.898, -0.818624
128.899, -0.818646
128.9, -0.818667
128.901, -0.818689
128.902, -0.818711
128.903, -0.818733
128.904, -0.818754
128.905, -0.818776
128.906, -0.818798
128.907, -0.818819
128.908, -0.818841
128.909, -0.818862
128.91, -0.818884
128.911, -0.818905
128.912, -0.818927
128.913, -0.818949
128.914, -0.818971
128.915, -0.818993
128.916, -0.819015
128.917, -0.819038
128.918, -0.819061
128.919, -0.819084
128.92, -0.819108
128.921, -0.819132
128.922, -0.819156
128.923, -0.81918
128.924, -0.819205
128.925, -0.81923
128.926, -0.819255
128.927, -0.81928
128.928, -0.819306
128.929, -0.819332
128.93, -0.819358
128.931, -0.819384
128.932, -0.819411
128.933, -0.819437
128.934, -0.819464
128.935, -0.819492
128.936, -0.819519
128.937, -0.819547
128.938, -0.819575
128.939, -0.819603
128.94, -0.819632
128.941, -0.81966
128.942, -0.819689
128.943, -0.819718
128.944, -0.819747
128.945, -0.819776
128.946, -0.819805
128.947, -0.819834
128.948, -0.819863
128.949, -0.819891
128.95, -0.81992
128.951, -0.819948
128.952, -0.819976
128.953, -0.820003
128.954, -0.820031
128.955, -0.820058
128.956, -0.820085
128.957, -0.820112
128.958, -0.820139
128.959, -0.820165
128.96, -0.820191
128.961, -0.820217
128.962, -0.820243
128.963, -0.820269
128.964, -0.820294
128.965, -0.820319
128.966, -0.820344
128.967, -0.820368
128.968, -0.820393
128.969, -0.820417
128.97, -0.820441
128.971, -0.820464
128.972, -0.820488
128.973, -0.820511
128.974, -0.820534
128.975, -0.820556
128.976, -0.820579
128.977, -0.820601
128.978, -0.820623
128.979, -0.820644
128.98, -0.820665
128.981, -0.820686
128.982, -0.820707
128.983, -0.820728
128.984, -0.820748
128.985, -0.820769
128.986, -0.820789
128.987, -0.820808
128.988, -0.820828
128.989, -0.820847
128.99, -0.820865
128.991, -0.820884
128.992, -0.820902
128.993, -0.82092
128.994, -0.820938
128.995, -0.820955
