sim_time; tb3_1?world_linear_velocity/x
130,262;0,0342788
130,263;0,0342539
130,264;0,0342287
130,265;0,0342032
130,266;0,0341774
130,267;0,0341513
130,268;0,0341249
130,269;0,0340983
130,27;0,0340714
130,271;0,0340444
130,272;0,0340171
130,273;0,0339896
130,274;0,0339619
130,275;0,033934
130,276;0,0339058
130,277;0,0338774
130,278;0,0338487
130,279;0,0338198
130,28;0,0337907
130,281;0,0337613
130,282;0,0337316
130,283;0,0337018
130,284;0,0336717
130,285;0,0336414
130,286;0,0336108
130,287;0,03358
130,288;0,033549
130,289;0,0335178
130,29;0,0334863
130,291;0,0334546
130,292;0,0334227
130,293;0,0333905
130,294;0,0333581
130,295;0,0333254
130,296;0,0332926
130,297;0,0332595
130,298;0,0332261
130,299;0,0331926
130,3;0,0331588
130,301;0,0331247
130,302;0,0330905
130,303;0,033056
130,304;0,0330213
130,305;0,0329863
130,306;0,0329511
130,307;0,0329157
130,308;0,0328801
130,309;0,0328442
130,31;0,0328081
130,311;0,0327717
130,312;0,0327351
130,313;0,0327284
130,314;0,0327886
130,315;0,0328799
130,316;0,0329554
130,317;0,0330079
130,318;0,0330403
130,319;0,0330571
130,32;0,033061
130,321;0,0330534
130,322;0,0330355
130,323;0,033009
130,324;0,0329758
130,325;0,0329375
130,326;0,0328951
130,327;0,0328496
130,328;0,0328016
130,329;0,032752
130,33;0,0327015
130,331;0,0326507
130,332;0,0326001
130,333;0,0325504
130,334;0,0325016
130,335;0,0324539
130,336;0,0324072
130,337;0,0323614
130,338;0,0323162
130,339;0,0322714
130,34;0,0322268
130,341;0,0321823
130,342;0,0321377
130,343;0,032093
130,344;0,0320481
130,345;0,032003
130,346;0,0319576
130,347;0,0319119
130,348;0,0318659
130,349;0,0318196
130,35;0,031773
130,351;0,031726
130,352;0,0316787
130,353;0,031631
130,354;0,031583
130,355;0,0315347
130,356;0,0314861
130,357;0,0314373
130,358;0,0313881
130,359;0,0313388
130,36;0,0312892
130,361;0,0312394
130,362;0,0311894
130,363;0,0311391
130,364;0,0310886
130,365;0,0310379
130,366;0,030987
130,367;0,0309358
130,368;0,0308844
130,369;0,0308328
130,37;0,0307809
130,371;0,0307288
130,372;0,0306765
130,373;0,0306239
130,374;0,0305711
130,375;0,030518
130,376;0,0304647
130,377;0,0304111
130,378;0,0303573
130,379;0,0303033
130,38;0,030249
130,381;0,0301945
130,382;0,0301397
130,383;0,0300846
130,384;0,0300293
130,385;0,0299738
130,386;0,029918
130,387;0,029862
130,388;0,0298058
130,389;0,0297493
130,39;0,0296925
130,391;0,0296355
130,392;0,0295783
130,393;0,0295208
130,394;0,029463
130,395;0,029405
130,396;0,0293468
130,397;0,0292883
130,398;0,0292296
130,399;0,0291706
130,4;0,0291114
130,401;0,0290519
130,402;0,0289922
130,403;0,0289322
130,404;0,028872
130,405;0,0288115
130,406;0,0287508
130,407;0,0286898
130,408;0,0286285
130,409;0,028567
130,41;0,0285053
130,411;0,0284432
130,412;0,0283806
130,413;0,028226
130,414;0,0282214
130,415;0,0282999
130,416;0,0283861
130,417;0,0284332
130,418;0,02843
130,419;0,0283893
130,42;0,0283314
130,421;0,0282724
130,422;0,0282206
130,423;0,0281764
130,424;0,0281365
130,425;0,0280972
130,426;0,028053
130,427;0,0279988
130,428;0,0279309
130,429;0,0278506
130,43;0,0277622
130,431;0,0276687
130,432;0,0275729
130,433;0,0274772
130,434;0,0273836
130,435;0,0272937
130,436;0,0272082
130,437;0,0271271
130,438;0,0270497
130,439;0,0269751
130,44;0,026902
130,441;0,0268297
130,442;0,0267576
130,443;0,0266853
130,444;0,0266127
130,445;0,0265398
130,446;0,0264669
130,447;0,0263943
130,448;0,026322
130,449;0,0262495
130,45;0,0261766
130,451;0,0261033
130,452;0,0260293
130,453;0,0259548
130,454;0,0258795
130,455;0,0258036
130,456;0,0257269
130,457;0,025649
130,458;0,0255701
130,459;0,0254902
130,46;0,0254097
130,461;0,0253287
130,462;0,0252474
130,463;0,0251658
130,464;0,025084
130,465;0,0250021
130,466;0,02492
130,467;0,0248377
130,468;0,0247553
130,469;0,0246729
130,47;0,0245902
130,471;0,0245074
130,472;0,0244245
130,473;0,0243414
130,474;0,0242581
130,475;0,0241746
130,476;0,0240908
130,477;0,0240067
130,478;0,0239223
130,479;0,0238376
130,48;0,0237526
130,481;0,0236673
130,482;0,0235815
130,483;0,0234953
130,484;0,0234087
130,485;0,0233217
130,486;0,0232342
130,487;0,0231462
130,488;0,0230577
130,489;0,0229686
130,49;0,0228792
130,491;0,0227963
130,492;0,0227137
130,493;0,0226373
130,494;0,0225577
130,495;0,0224824
130,496;0,0224027
130,497;0,0223256
130,498;0,0222445
130,499;0,0221644
130,5;0,0220814
130,501;0,0219983
130,502;0,0219129
130,503;0,0218264
130,504;0,0217382
130,505;0,0216483
130,506;0,0215575
130,507;0,0214652
130,508;0,0213712
130,509;0,021271
130,51;0,0211682
130,511;0,0210635
130,512;0,0209581
130,513;0,0207937
130,514;0,0206012
130,515;0,0204236
130,516;0,020265
130,517;0,020119
130,518;0,0199792
130,519;0,0198433
130,52;0,0197088
130,521;0,0195759
130,522;0,0194463
130,523;0,0193219
130,524;0,0192043
130,525;0,0190949
130,526;0,0189943
130,527;0,0189037
130,528;0,0188256
130,529;0,0187577
130,53;0,0186805
130,531;0,0185999
130,532;0,0185252
130,533;0,0184514
130,534;0,0183823
130,535;0,0183146
130,536;0,0182497
130,537;0,0181504
130,538;0,0181025
130,539;0,0180551
130,54;0,0179776
130,541;0,0179219
130,542;0,0178687
130,543;0,0177785
130,544;0,0177235
130,545;0,0176714
130,546;0,0175611
130,547;0,0175228
130,548;0,0174823
130,549;0,0174322
130,55;0,0173277
130,551;0,0172951
130,552;0,0172589
130,553;0,017212
130,554;0,0171185
130,555;0,0170842
130,556;0,0170481
130,557;0,016976
130,558;0,0169353
130,559;0,0168963
130,56;0,016827
130,561;0,0167808
130,562;0,0167385
130,563;0,0166848
130,564;0,0166307
130,565;0,01658
130,566;0,0165219
130,567;0,0164676
130,568;0,0164155
130,569;0,0163694
130,57;0,0163306
130,571;0,0162864
130,572;0,0162472
130,573;0,0162106
130,574;0,0161807
130,575;0,016141
130,576;0,0161072
130,577;0,0160644
130,578;0,0160276
130,579;0,0159822
130,58;0,0159403
130,581;0,0158897
130,582;0,0158399
130,583;0,0157828
130,584;0,0157236
130,585;0,0156593
130,586;0,0155911
130,587;0,0155194
130,588;0,0154436
130,589;0,0153645
130,59;0,0152827
130,591;0,0151989
130,592;0,0151136
130,593;0,0150275
130,594;0,014941
130,595;0,0148545
130,596;0,0147642
130,597;0,0146726
130,598;0,0145845
130,599;0,0144963
130,6;0,0144077
130,601;0,0143194
130,602;0,014233
130,603;0,01415
130,604;0,0140715
130,605;0,013996
130,606;0,0139202
130,607;0,0138429
130,608;0,0137643
130,609;0,013684
130,61;0,0136031
130,611;0,0135222
130,612;0,0134414
130,613;0,0134801
130,614;0,0134428
130,615;0,0133811
130,616;0,0133105
130,617;0,0132407
130,618;0,0131752
130,619;0,0131123
130,62;0,0130545
130,621;0,0129889
130,622;0,0129474
130,623;0,0129008
130,624;0,0128286
130,625;0,0127301
130,626;0,0126336
130,627;0,0125177
130,628;0,0123909
130,629;0,0122559
130,63;0,0121331
130,631;0,0120201
130,632;0,0118961
130,633;0,0117827
130,634;0,011673
130,635;0,0115493
130,636;0,0114334
130,637;0,0113213
130,638;0,0111948
130,639;0,0110801
130,64;0,0109682
130,641;0,0108417
130,642;0,0107279
130,643;0,010614
130,644;0,0104861
130,645;0,0103692
130,646;0,0102521
130,647;0,0101236
130,648;0,0100045
130,649;0,00988552
130,65;0,00975833
130,651;0,00963076
130,652;0,0095013
130,653;0,00937059
130,654;0,00924315
130,655;0,0091196
130,656;0,00900025
130,657;0,0088861
130,658;0,00877791
130,659;0,00867574
130,66;0,00857896
130,661;0,00848689
130,662;0,00839805
130,663;0,00831116
130,664;0,00822447
130,665;0,00813677
130,666;0,00804679
130,667;0,00795362
130,668;0,00785675
130,669;0,00775605
130,67;0,00765175
130,671;0,00754442
130,672;0,00743468
130,673;0,00732338
130,674;0,00721128
130,675;0,0070991
130,676;0,00698751
130,677;0,00687688
130,678;0,00676743
130,679;0,00665938
130,68;0,00655278
130,681;0,00644735
130,682;0,00634273
130,683;0,00623876
130,684;0,00613526
130,685;0,00603204
130,686;0,00592895
130,687;0,00582584
130,688;0,00572262
130,689;0,00561923
130,69;0,00551564
130,691;0,00541187
130,692;0,00530792
130,693;0,00520381
130,694;0,00509959
130,695;0,00499527
130,696;0,00489086
130,697;0,00478639
130,698;0,00468184
130,699;0,00457724
130,7;0,00447258
130,701;0,00436786
130,702;0,00426309
130,703;0,00415829
130,704;0,00405344
130,705;0,00394854
130,706;0,00384361
130,707;0,00373864
130,708;0,00363363
130,709;0,00352859
130,71;0,00342353
130,711;0,00331843
130,712;0,0032133
130,713;0,00313596
130,714;0,0030322
130,715;0,00293156
130,716;0,00283938
130,717;0,00274998
130,718;0,00265604
130,719;0,00255315
130,72;0,00244099
130,721;0,00232211
130,722;0,00220009
130,723;0,00207822
130,724;0,00195876
130,725;0,00184282
130,726;0,0017306
130,727;0,00162167
130,728;0,00151528
130,729;0,0014106
130,73;0,00130687
130,731;0,0012035
130,732;0,00110007
130,733;0,000996352
130,734;0,000892237
130,735;0,000787698
130,736;0,000682752
130,737;0,000577433
130,738;0,00047178
130,739;0,000365825
130,74;0,000259602
130,741;0,000153136
130,742;4,65E-05
130,743;-6,04E-05
130,744;-0,000167414
130,745;-0,00027452
130,746;-0,00038169
130,747;-0,000488893
130,748;-0,000596098
130,749;-0,000703281
130,75;-0,000810426
130,751;-0,000917528
130,752;-0,00102458
130,753;-0,00113159
130,754;-0,00123855
130,755;-0,00134548
130,756;-0,00145237
130,757;-0,00155924
130,758;-0,00166608
130,759;-0,0017729
130,76;-0,00187971
130,761;-0,0019865
130,762;-0,00209329
130,763;-0,00220006
130,764;-0,00230683
130,765;-0,00241359
130,766;-0,00252035
130,767;-0,0026271
130,768;-0,00273385
130,769;-0,00284058
130,77;-0,00294731
130,771;-0,00305404
130,772;-0,00316075
130,773;-0,00326745
130,774;-0,00337415
130,775;-0,00348085
130,776;-0,00358756
130,777;-0,0036943
130,778;-0,00380118
130,779;-0,00390843
130,78;-0,00401587
130,781;-0,00412337
130,782;-0,00423088
130,783;-0,00433839
130,784;-0,00444588
130,785;-0,00455308
130,786;-0,00466001
130,787;-0,0047668
130,788;-0,00487354
130,789;-0,00498021
130,79;-0,00508676
130,791;-0,00519316
130,792;-0,00529939
130,793;-0,00540547
130,794;-0,00551142
130,795;-0,00561728
130,796;-0,00572307
130,797;-0,00582882
130,798;-0,00593453
130,799;-0,00604022
130,8;-0,00614587
130,801;-0,00625151
130,802;-0,00635712
130,803;-0,0064627
130,804;-0,00656826
130,805;-0,00667379
130,806;-0,00677928
130,807;-0,00688473
130,808;-0,00699014
130,809;-0,00709551
130,81;-0,00720083
130,811;-0,0073061
130,812;-0,00741132
130,813;-0,00753256
130,814;-0,00765902
130,815;-0,00777945
130,816;-0,00789281
130,817;-0,00800213
130,818;-0,00811019
130,819;-0,00821805
130,82;-0,00832551
130,821;-0,00843212
130,822;-0,00853769
130,823;-0,00864239
130,824;-0,00874658
130,825;-0,00885057
130,826;-0,00895457
130,827;-0,00905868
130,828;-0,00916291
130,829;-0,00926727
130,83;-0,00937171
130,831;-0,00947621
130,832;-0,00958074
130,833;-0,00968526
130,834;-0,00978973
130,835;-0,00989413
130,836;-0,00999844
130,837;-0,0101026
130,838;-0,0102067
130,839;-0,0103107
130,84;-0,0104145
130,841;-0,0105182
130,842;-0,0106219
130,843;-0,0107254
130,844;-0,0108288
130,845;-0,0109321
130,846;-0,0110353
130,847;-0,0111384
130,848;-0,0112414
130,849;-0,0113443
130,85;-0,0114471
130,851;-0,0115498
130,852;-0,0116524
130,853;-0,0117549
130,854;-0,0118573
130,855;-0,0119596
130,856;-0,0120617
130,857;-0,0121638
130,858;-0,0122657
130,859;-0,0123674
130,86;-0,0124688
130,861;-0,0125701
130,862;-0,0126712
130,863;-0,0127722
130,864;-0,012873
130,865;-0,0129738
130,866;-0,0130744
130,867;-0,0131749
130,868;-0,0132753
130,869;-0,0133755
130,87;-0,0134756
130,871;-0,0135756
130,872;-0,0136753
130,873;-0,0137746
130,874;-0,0138737
130,875;-0,0139724
130,876;-0,014071
130,877;-0,0141693
130,878;-0,0142673
130,879;-0,0143651
130,88;-0,0144627
130,881;-0,0145601
130,882;-0,0146573
130,883;-0,0147543
130,884;-0,0148512
130,885;-0,0149478
130,886;-0,0150442
130,887;-0,0151404
130,888;-0,0152364
130,889;-0,0153321
130,89;-0,0154276
130,891;-0,0155228
130,892;-0,0156179
130,893;-0,0157126
130,894;-0,0158072
130,895;-0,0159015
130,896;-0,0159956
130,897;-0,0160894
130,898;-0,016183
130,899;-0,0162763
130,9;-0,0163694
130,901;-0,0164623
130,902;-0,0165549
130,903;-0,0166472
130,904;-0,0167393
130,905;-0,0168311
130,906;-0,0169227
130,907;-0,017014
130,908;-0,0171056
130,909;-0,0171975
130,91;-0,0172898
130,911;-0,0173821
130,912;-0,0174743
130,913;-0,0177606
130,914;-0,0180087
130,915;-0,0181902
130,916;-0,0183409
130,917;-0,0184804
130,918;-0,0186064
130,919;-0,0187201
130,92;-0,0188242
130,921;-0,0189217
130,922;-0,0190145
130,923;-0,019106
130,924;-0,0191981
130,925;-0,0192888
130,926;-0,0193775
130,927;-0,0194645
130,928;-0,0195422
130,929;-0,0196183
130,93;-0,0196955
130,931;-0,019763
130,932;-0,0198321
130,933;-0,0199063
130,934;-0,0199682
130,935;-0,0200338
130,936;-0,0201066
130,937;-0,0201672
130,938;-0,0202363
130,939;-0,0203115
130,94;-0,0203701
130,941;-0,0204475
130,942;-0,0205251
130,943;-0,0205972
130,944;-0,0206753
130,945;-0,0207487
130,946;-0,0208267
130,947;-0,0209004
130,948;-0,0209765
130,949;-0,0210487
130,95;-0,0211213
130,951;-0,0211908
130,952;-0,021259
130,953;-0,0213247
130,954;-0,0213868
130,955;-0,0214459
130,956;-0,0215028
130,957;-0,0215595
130,958;-0,0216138
130,959;-0,0216657
130,96;-0,0217143
130,961;-0,0217708
130,962;-0,0218257
130,963;-0,0218821
130,964;-0,0219393
130,965;-0,021992
130,966;-0,0220414
130,967;-0,0220877
130,968;-0,0221317
130,969;-0,0221739
130,97;-0,0222153
130,971;-0,0222569
130,972;-0,0222998
130,973;-0,0223453
130,974;-0,0223945
130,975;-0,0224488
130,976;-0,0225097
130,977;-0,0225782
130,978;-0,0226275
130,979;-0,0226936
130,98;-0,0227758
130,981;-0,0228082
130,982;-0,0228632
130,983;-0,0229414
130,984;-0,023036
130,985;-0,0230734
130,986;-0,0231381
130,987;-0,023231
130,988;-0,0233167
130,989;-0,0234209
130,99;-0,0234571
130,991;-0,0235358
130,992;-0,0236547
130,993;-0,023699
130,994;-0,02379
130,995;-0,023926
130,996;-0,0239677
130,997;-0,0240694
130,998;-0,024201
130,999;-0,0242515
131;-0,0243605
131,001;-0,0245186
131,002;-0,0245664
131,003;-0,0246873
131,004;-0,0247772
131,005;-0,0249203
131,006;-0,0249842
131,007;-0,0251065
131,008;-0,0252728
131,009;-0,0253321
131,01;-0,02546
131,011;-0,025634
131,012;-0,0256942
131,013;-0,0259647
131,014;-0,0261654
131,015;-0,0263554
131,016;-0,0265466
131,017;-0,0267381
131,018;-0,0269257
131,019;-0,0271046
131,02;-0,0272701
131,021;-0,027418
131,022;-0,027546
131,023;-0,0276534
131,024;-0,0277414
131,025;-0,0278126
131,026;-0,0278705
131,027;-0,0279194
131,028;-0,027964
131,029;-0,0280077
131,03;-0,0280531
131,031;-0,0281021
131,032;-0,028156
131,033;-0,0282155
131,034;-0,0282804
131,035;-0,0283506
131,036;-0,0284252
131,037;-0,0285035
131,038;-0,0285844
131,039;-0,0286671
131,04;-0,0287506
131,041;-0,0288342
131,042;-0,0289172
131,043;-0,0289991
131,044;-0,0290795
131,045;-0,0291584
131,046;-0,029236
131,047;-0,0293122
131,048;-0,0293871
131,049;-0,0294609
131,05;-0,0295339
131,051;-0,0296063
131,052;-0,0296783
131,053;-0,0297499
131,054;-0,0298214
131,055;-0,0298929
131,056;-0,0299644
131,057;-0,0300361
131,058;-0,030108
131,059;-0,03018
131,06;-0,0302522
131,061;-0,0303245
131,062;-0,030397
131,063;-0,0304695
131,064;-0,030542
131,065;-0,0306145
131,066;-0,0306868
131,067;-0,0307591
131,068;-0,0308313
131,069;-0,0309033
131,07;-0,0309752
131,071;-0,0310448
131,072;-0,0311127
131,073;-0,0311781
131,074;-0,0312427
131,075;-0,0313043
131,076;-0,0313669
131,077;-0,0314256
131,078;-0,0314876
131,079;-0,0315442
131,08;-0,0316063
131,081;-0,0316629
131,082;-0,0317259
131,083;-0,0317835
131,084;-0,0318479
131,085;-0,0319066
131,086;-0,0319723
131,087;-0,0320326
131,088;-0,0320992
131,089;-0,0321592
131,09;-0,0322259
131,091;-0,0322878
131,092;-0,0323579
131,093;-0,0324237
131,094;-0,0324971
131,095;-0,0325666
131,096;-0,0326423
131,097;-0,0327147
131,098;-0,0327919
131,099;-0,0328666
131,1;-0,0329446
131,101;-0,0330213
131,102;-0,0331002
131,103;-0,033179
131,104;-0,0332594
131,105;-0,0333406
131,106;-0,0334228
131,107;-0,0335067
131,108;-0,0335923
131,109;-0,0336799
131,11;-0,0337698
131,111;-0,0338621
131,112;-0,0339593
131,113;-0,0335946
131,114;-0,033284
131,115;-0,0330492
131,116;-0,0329279
131,117;-0,0328983
131,118;-0,0329256
131,119;-0,0329867
131,12;-0,0330727
131,121;-0,0331762
131,122;-0,0332926
131,123;-0,0334193
131,124;-0,0335558
131,125;-0,0336986
131,126;-0,0338444
131,127;-0,0339908
131,128;-0,0341369
131,129;-0,0342821
131,13;-0,0344271
131,131;-0,0345723
131,132;-0,0347189
131,133;-0,0348674
131,134;-0,0350187
131,135;-0,0351743
131,136;-0,0353323
131,137;-0,0354909
131,138;-0,0356495
131,139;-0,035808
131,14;-0,0359648
131,141;-0,0361179
131,142;-0,036265
131,143;-0,0364041
131,144;-0,036533
131,145;-0,0366495
131,146;-0,0367515
131,147;-0,0368372
131,148;-0,0369052
131,149;-0,0369547
131,15;-0,0369851
131,151;-0,0369969
131,152;-0,0370049
131,153;-0,0370036
131,154;-0,0370195
131,155;-0,037016
131,156;-0,0369981
131,157;-0,0370062
131,158;-0,0369998
131,159;-0,0369842
131,16;-0,0369627
131,161;-0,0369385
131,162;-0,0369232
131,163;-0,0369079
131,164;-0,0368946
131,165;-0,0368851
131,166;-0,0368812
131,167;-0,0368844
131,168;-0,0368957
131,169;-0,0369157
131,17;-0,0369445
131,171;-0,036982
131,172;-0,0370275
131,173;-0,0370801
131,174;-0,0371386
131,175;-0,0372018
131,176;-0,0372684
131,177;-0,0373363
131,178;-0,037404
131,179;-0,0374705
131,18;-0,037535
131,181;-0,0375967
131,182;-0,0376548
131,183;-0,0377092
131,184;-0,0377598
131,185;-0,037807
131,186;-0,037851
131,187;-0,0378925
131,188;-0,0379321
131,189;-0,0379703
131,19;-0,0380077
131,191;-0,0380448
131,192;-0,0380819
131,193;-0,0381194
131,194;-0,0381572
131,195;-0,0381955
131,196;-0,0382342
131,197;-0,0382732
131,198;-0,0383122
131,199;-0,0383514
131,2;-0,0383905
131,201;-0,0384293
131,202;-0,0384677
131,203;-0,0385058
131,204;-0,0385436
131,205;-0,038581
131,206;-0,0386182
131,207;-0,038655
131,208;-0,0386916
131,209;-0,0387277
131,21;-0,0387634
131,211;-0,0387987
131,212;-0,0388338
131,213;-0,0384997
131,214;-0,0382707
131,215;-0,0382138
131,216;-0,0382952
131,217;-0,0384463
131,218;-0,0386225
131,219;-0,0387804
131,22;-0,0388932
131,221;-0,0389607
131,222;-0,038992
131,223;-0,0389985
131,224;-0,0389917
131,225;-0,0389817
131,226;-0,0389758
131,227;-0,0389779
131,228;-0,0389893
131,229;-0,039009
131,23;-0,0390348
131,231;-0,0390641
131,232;-0,0390946
131,233;-0,0391244
131,234;-0,0391524
131,235;-0,0391785
131,236;-0,0392027
131,237;-0,0392258
131,238;-0,0392484
131,239;-0,0392712
131,24;-0,0392945
131,241;-0,0393186
131,242;-0,0393436
131,243;-0,0393691
131,244;-0,039395
131,245;-0,0394209
131,246;-0,0394467
131,247;-0,0394722
131,248;-0,0394971
131,249;-0,0395216
131,25;-0,0395456
131,251;-0,0395692
131,252;-0,0395924
131,253;-0,0396152
131,254;-0,0396377
131,255;-0,0396599
131,256;-0,0396819
131,257;-0,0397035
131,258;-0,0397249
131,259;-0,039746
131,26;-0,0397667
131,261;-0,0397872
131,262;-0,0398073
131,263;-0,0398272
131,264;-0,0398468
131,265;-0,0398661
131,266;-0,0398851
131,267;-0,0399039
131,268;-0,0399224
131,269;-0,0399406
131,27;-0,0399586
131,271;-0,0399763
131,272;-0,0399937
131,273;-0,0400109
131,274;-0,0400277
131,275;-0,0400443
131,276;-0,0400606
131,277;-0,0400767
131,278;-0,0400924
131,279;-0,0401079
131,28;-0,040123
131,281;-0,0401379
131,282;-0,0401526
131,283;-0,0401669
131,284;-0,0401809
131,285;-0,0401947
131,286;-0,0402082
131,287;-0,0402213
131,288;-0,0402342
131,289;-0,0402468
131,29;-0,0402592
131,291;-0,0402712
131,292;-0,0402829
131,293;-0,0402945
131,294;-0,0403063
131,295;-0,0402154
131,296;-0,0401698
131,297;-0,0401603
131,298;-0,0401709
131,299;-0,0401902
131,3;-0,0402104
131,301;-0,0402284
131,302;-0,0402433
131,303;-0,040256
131,304;-0,0402674
131,305;-0,040278
131,306;-0,0402884
131,307;-0,0402991
131,308;-0,0403098
131,309;-0,0403203
131,31;-0,0403304
131,311;-0,0403396
131,312;-0,0403478
131,313;-0,0404226
131,314;-0,040419
131,315;-0,0403647
131,316;-0,0402977
131,317;-0,0402411
131,318;-0,040203
131,319;-0,0401823
131,32;-0,0401741
131,321;-0,0401729
131,322;-0,0401745
131,323;-0,0401759
131,324;-0,0401754
131,325;-0,0401729
131,326;-0,0401696
131,327;-0,0401668
131,328;-0,0401655
131,329;-0,0401663
131,33;-0,0401688
131,331;-0,0401725
131,332;-0,0401765
131,333;-0,0401798
131,334;-0,0401816
131,335;-0,0401815
131,336;-0,0401794
131,337;-0,0401754
131,338;-0,0401699
131,339;-0,0401634
131,34;-0,0401563
131,341;-0,0401488
131,342;-0,040141
131,343;-0,0401328
131,344;-0,0401243
131,345;-0,0401153
131,346;-0,0401059
131,347;-0,0400959
131,348;-0,0400855
131,349;-0,0400745
131,35;-0,0400631
131,351;-0,0400514
131,352;-0,0400395
131,353;-0,0400273
131,354;-0,0400149
131,355;-0,0400022
131,356;-0,0399891
131,357;-0,0399758
131,358;-0,0399621
131,359;-0,0399481
131,36;-0,0399336
131,361;-0,0399188
131,362;-0,0399035
131,363;-0,0398878
131,364;-0,0398717
131,365;-0,0398552
131,366;-0,0398384
131,367;-0,0398211
131,368;-0,0398033
131,369;-0,0397851
131,37;-0,0397663
131,371;-0,039747
131,372;-0,0397271
131,373;-0,0397067
131,374;-0,0396858
131,375;-0,0396644
131,376;-0,0396424
131,377;-0,0396198
131,378;-0,0395967
131,379;-0,039573
131,38;-0,0395487
131,381;-0,0395239
131,382;-0,0394984
131,383;-0,0394724
131,384;-0,0394458
131,385;-0,0394162
131,386;-0,0393864
131,387;-0,0393575
131,388;-0,0393256
131,389;-0,0392945
131,39;-0,0392656
131,391;-0,0392322
131,392;-0,0391999
131,393;-0,0391704
131,394;-0,0391362
131,395;-0,0391028
131,396;-0,0390717
131,397;-0,0390336
131,398;-0,038996
131,399;-0,0389608
131,4;-0,0389198
131,401;-0,0388786
131,402;-0,0388393
131,403;-0,0387979
131,404;-0,0387514
131,405;-0,0387042
131,406;-0,0386584
131,407;-0,0386089
131,408;-0,0385595
131,409;-0,0385072
131,41;-0,0384539
131,411;-0,0383972
131,412;-0,0383387
131,413;-0,0387728
131,414;-0,0390525
131,415;-0,0393357
131,416;-0,0395893
131,417;-0,0397629
131,418;-0,0399432
131,419;-0,0401005
131,42;-0,0402924
131,421;-0,0404961
131,422;-0,0407125
131,423;-0,0409589
131,424;-0,0412198
131,425;-0,0414897
131,426;-0,0417659
131,427;-0,0420488
131,428;-0,0423318
131,429;-0,0425939
131,43;-0,0428482
131,431;-0,0431083
131,432;-0,0433745
131,433;-0,0436567
131,434;-0,0439623
131,435;-0,0442797
131,436;-0,0445951
131,437;-0,0448705
131,438;-0,0450931
131,439;-0,0452679
131,44;-0,0454119
131,441;-0,0455459
131,442;-0,0456881
131,443;-0,04585
131,444;-0,0460358
131,445;-0,0462427
131,446;-0,0464592
131,447;-0,0466793
131,448;-0,0468955
131,449;-0,0471025
131,45;-0,047298
131,451;-0,0474824
131,452;-0,0476576
131,453;-0,0478265
131,454;-0,0479922
131,455;-0,0481572
131,456;-0,0483229
131,457;-0,0484897
131,458;-0,0486571
131,459;-0,0488238
131,46;-0,0489886
131,461;-0,0491502
131,462;-0,0493079
131,463;-0,0494615
131,464;-0,0496109
131,465;-0,0497567
131,466;-0,049899
131,467;-0,0500378
131,468;-0,0501745
131,469;-0,0503097
131,47;-0,0504439
131,471;-0,0505769
131,472;-0,0507081
131,473;-0,0508373
131,474;-0,0509638
131,475;-0,0510874
131,476;-0,051208
131,477;-0,0513256
131,478;-0,0514402
131,479;-0,0515497
131,48;-0,0516571
131,481;-0,0517626
131,482;-0,0518667
131,483;-0,0519698
131,484;-0,0520719
131,485;-0,052173
131,486;-0,0522729
131,487;-0,0523714
131,488;-0,0524681
131,489;-0,052563
131,49;-0,0526561
131,491;-0,0527473
131,492;-0,0528368
131,493;-0,0529247
131,494;-0,0530109
131,495;-0,0530955
131,496;-0,0531786
131,497;-0,05326
131,498;-0,0533397
131,499;-0,0534177
131,5;-0,0534939
131,501;-0,0535683
131,502;-0,0536409
131,503;-0,0537119
131,504;-0,0537811
131,505;-0,0538486
131,506;-0,0539144
131,507;-0,0539786
131,508;-0,0540411
131,509;-0,0541021
131,51;-0,0541614
131,511;-0,0542193
131,512;-0,054276
131,513;-0,0536082
131,514;-0,0529365
131,515;-0,0523018
131,516;-0,0517112
131,517;-0,0511534
131,518;-0,0506059
131,519;-0,0500479
131,52;-0,0494668
131,521;-0,0488598
131,522;-0,0482316
131,523;-0,0475901
131,524;-0,0469442
131,525;-0,0463011
131,526;-0,0456651
131,527;-0,045038
131,528;-0,0444188
131,529;-0,043805
131,53;-0,0431931
131,531;-0,0425801
131,532;-0,0419635
131,533;-0,0413422
131,534;-0,0407162
131,535;-0,0400866
131,536;-0,0394547
131,537;-0,038822
131,538;-0,0381898
131,539;-0,0375586
131,54;-0,0369288
131,541;-0,0362999
131,542;-0,0356715
131,543;-0,0350549
131,544;-0,034519
131,545;-0,034062
131,546;-0,0340561
131,547;-0,0339243
131,548;-0,0336813
131,549;-0,0333868
131,55;-0,0330987
131,551;-0,0328493
131,552;-0,0326453
131,553;-0,032479
131,554;-0,0323384
131,555;-0,0322132
131,556;-0,0320953
131,557;-0,0319784
131,558;-0,0318575
131,559;-0,0317288
131,56;-0,0315911
131,561;-0,0314453
131,562;-0,0312945
131,563;-0,0311427
131,564;-0,030994
131,565;-0,0308515
131,566;-0,0307166
131,567;-0,0305896
131,568;-0,0304693
131,569;-0,0303542
131,57;-0,0302431
131,571;-0,0301358
131,572;-0,0300343
131,573;-0,0299483
131,574;-0,0297844
131,575;-0,0296103
131,576;-0,0294108
131,577;-0,0292469
131,578;-0,0291227
131,579;-0,0289926
131,58;-0,0289001
131,581;-0,0288716
131,582;-0,0288749
131,583;-0,0288721
131,584;-0,0288375
131,585;-0,028767
