sim_time, tb3_0?world_pose/position/y
127.827, -0.0581634
127.828, -0.0581633
127.829, -0.0581633
127.83, -0.0581631
127.831, -0.0581629
127.832, -0.0581629
127.833, -0.0581626
127.834, -0.0581623
127.835, -0.0581622
127.836, -0.058162
127.837, -0.0581618
127.838, -0.0581616
127.839, -0.0581614
127.84, -0.0581614
127.841, -0.0581614
127.842, -0.0581614
127.843, -0.0581613
127.844, -0.0581612
127.845, -0.0581612
127.846, -0.0581612
127.847, -0.0581612
127.848, -0.0581612
127.849, -0.0581612
127.85, -0.0581611
127.851, -0.0581611
127.852, -0.0581611
127.853, -0.0581611
127.854, -0.058161
127.855, -0.058161
127.856, -0.0581611
127.857, -0.0581613
127.858, -0.0581615
127.859, -0.0581618
127.86, -0.0581621
127.861, -0.0581625
127.862, -0.058163
127.863, -0.0581636
127.864, -0.0581642
127.865, -0.0581648
127.866, -0.0581655
127.867, -0.0581662
127.868, -0.0581672
127.869, -0.0581679
127.87, -0.0581688
127.871, -0.0581696
127.872, -0.0581703
127.873, -0.0581711
127.874, -0.0581717
127.875, -0.0581724
127.876, -0.058173
127.877, -0.0581735
127.878, -0.058174
127.879, -0.0581745
127.88, -0.0581753
127.881, -0.0581757
127.882, -0.0581764
127.883, -0.0581768
127.884, -0.0581775
127.885, -0.0581779
127.886, -0.0581785
127.887, -0.0581789
127.888, -0.0581795
127.889, -0.0581798
127.89, -0.0581804
127.891, -0.0581807
127.892, -0.0581813
127.893, -0.0581816
127.894, -0.0581821
127.895, -0.0581824
127.896, -0.0581829
127.897, -0.0581831
127.898, -0.0581835
127.899, -0.0581837
127.9, -0.0581841
127.901, -0.0581843
127.902, -0.0581846
127.903, -0.0581848
127.904, -0.0581851
127.905, -0.0581852
127.906, -0.0581856
127.907, -0.0581857
127.908, -0.058186
127.909, -0.0581861
127.91, -0.0581862
127.911, -0.0581864
127.912, -0.0581865
127.913, -0.0581866
127.914, -0.0581867
127.915, -0.0581869
127.916, -0.0581871
127.917, -0.0581873
127.918, -0.0581875
127.919, -0.0581877
127.92, -0.058188
127.921, -0.0581882
127.922, -0.0581885
127.923, -0.0581887
127.924, -0.0581889
127.925, -0.0581892
127.926, -0.0581895
127.927, -0.0581896
127.928, -0.0581899
127.929, -0.0581901
127.93, -0.0581904
127.931, -0.0581906
127.932, -0.0581909
127.933, -0.0581911
127.934, -0.0581914
127.935, -0.0581918
127.936, -0.058192
127.937, -0.0581922
127.938, -0.0581926
127.939, -0.058193
127.94, -0.0581934
127.941, -0.058194
127.942, -0.0581945
127.943, -0.0581952
127.944, -0.0581959
127.945, -0.0581968
127.946, -0.0581977
127.947, -0.0581986
127.948, -0.0581997
127.949, -0.0582008
127.95, -0.058202
127.951, -0.0582032
127.952, -0.0582045
127.953, -0.0582058
127.954, -0.0582072
127.955, -0.0582087
127.956, -0.0582102
127.957, -0.0582117
127.958, -0.0582132
127.959, -0.0582148
127.96, -0.0582164
127.961, -0.0582179
127.962, -0.0582195
127.963, -0.0582211
127.964, -0.0582229
127.965, -0.0582247
127.966, -0.0582265
127.967, -0.0582284
127.968, -0.0582303
127.969, -0.0582322
127.97, -0.0582342
127.971, -0.0582361
127.972, -0.058238
127.973, -0.05824
127.974, -0.058242
127.975, -0.058244
127.976, -0.0582462
127.977, -0.0582483
127.978, -0.0582505
127.979, -0.0582526
127.98, -0.058255
127.981, -0.0582575
127.982, -0.05826
127.983, -0.0582626
127.984, -0.0582654
127.985, -0.0582683
127.986, -0.0582713
127.987, -0.0582745
127.988, -0.0582778
127.989, -0.0582813
127.99, -0.058285
127.991, -0.0582887
127.992, -0.0582927
127.993, -0.0582968
127.994, -0.0583012
127.995, -0.0583057
127.996, -0.0583101
127.997, -0.0583144
127.998, -0.0583188
127.999, -0.0583234
128, -0.0583279
128.001, -0.0583326
128.002, -0.0583371
128.003, -0.0583417
128.004, -0.0583462
128.005, -0.0583505
128.006, -0.0583547
128.007, -0.0583588
128.008, -0.0583628
128.009, -0.0583668
128.01, -0.0583708
128.011, -0.0583746
128.012, -0.0583785
128.013, -0.0583823
128.014, -0.0583861
128.015, -0.05839
128.016, -0.0583939
128.017, -0.0583979
128.018, -0.058402
128.019, -0.0584062
128.02, -0.0584104
128.021, -0.0584146
128.022, -0.0584188
128.023, -0.0584232
128.024, -0.0584274
128.025, -0.0584317
128.026, -0.058436
128.027, -0.0584401
128.028, -0.0584443
128.029, -0.0584484
128.03, -0.0584524
128.031, -0.0584564
128.032, -0.0584604
128.033, -0.0584643
128.034, -0.0584682
128.035, -0.0584721
128.036, -0.058476
128.037, -0.0584799
128.038, -0.0584838
128.039, -0.0584877
128.04, -0.0584917
128.041, -0.0584957
128.042, -0.0584998
128.043, -0.0585038
128.044, -0.0585078
128.045, -0.0585118
128.046, -0.058516
128.047, -0.0585201
128.048, -0.0585241
128.049, -0.0585282
128.05, -0.0585322
128.051, -0.0585363
128.052, -0.0585404
128.053, -0.0585444
128.054, -0.0585485
128.055, -0.0585525
128.056, -0.0585566
128.057, -0.0585606
128.058, -0.0585647
128.059, -0.0585688
128.06, -0.0585728
128.061, -0.058577
128.062, -0.0585811
128.063, -0.0585852
128.064, -0.0585893
128.065, -0.0585933
128.066, -0.0585974
128.067, -0.0586014
128.068, -0.0586053
128.069, -0.0586092
128.07, -0.0586132
128.071, -0.0586173
128.072, -0.0586213
128.073, -0.0586254
128.074, -0.0586294
128.075, -0.0586334
128.076, -0.0586374
128.077, -0.0586414
128.078, -0.0586454
128.079, -0.0586494
128.08, -0.0586534
128.081, -0.0586576
128.082, -0.0586618
128.083, -0.0586662
128.084, -0.0586705
128.085, -0.0586751
128.086, -0.0586797
128.087, -0.0586845
128.088, -0.0586893
128.089, -0.0586942
128.09, -0.0586991
128.091, -0.0587041
128.092, -0.0587091
128.093, -0.0587141
128.094, -0.058719
128.095, -0.0587239
128.096, -0.0587287
128.097, -0.0587335
128.098, -0.0587382
128.099, -0.0587429
128.1, -0.0587475
128.101, -0.058752
128.102, -0.0587559
128.103, -0.0587595
128.104, -0.0587628
128.105, -0.0587655
128.106, -0.0587679
128.107, -0.0587701
128.108, -0.058772
128.109, -0.0587737
128.11, -0.0587755
128.111, -0.0587772
128.112, -0.0587789
128.113, -0.0587805
128.114, -0.0587819
128.115, -0.0587833
128.116, -0.0587844
128.117, -0.0587854
128.118, -0.0587861
128.119, -0.0587867
128.12, -0.0587869
128.121, -0.0587869
128.122, -0.0587869
128.123, -0.058787
128.124, -0.058787
128.125, -0.0587871
128.126, -0.0587869
128.127, -0.0587869
128.128, -0.0587868
128.129, -0.0587868
128.13, -0.0587868
128.131, -0.0587869
128.132, -0.0587867
128.133, -0.0587867
128.134, -0.0587868
128.135, -0.0587866
128.136, -0.0587866
128.137, -0.0587866
128.138, -0.0587865
128.139, -0.0587864
128.14, -0.0587863
128.141, -0.0587861
128.142, -0.0587858
128.143, -0.0587856
128.144, -0.0587852
128.145, -0.0587849
128.146, -0.0587848
128.147, -0.0587845
128.148, -0.0587842
128.149, -0.0587838
128.15, -0.0587835
128.151, -0.0587832
128.152, -0.0587829
128.153, -0.0587827
128.154, -0.0587826
128.155, -0.0587823
128.156, -0.0587822
128.157, -0.0587822
128.158, -0.0587822
128.159, -0.0587821
128.16, -0.058782
128.161, -0.058782
128.162, -0.0587819
128.163, -0.0587819
128.164, -0.0587818
128.165, -0.0587817
128.166, -0.0587816
128.167, -0.0587815
128.168, -0.0587814
128.169, -0.0587814
128.17, -0.0587814
128.171, -0.0587814
128.172, -0.0587813
128.173, -0.0587812
128.174, -0.0587812
128.175, -0.0587811
128.176, -0.058781
128.177, -0.058781
128.178, -0.0587811
128.179, -0.0587812
128.18, -0.0587812
128.181, -0.0587813
128.182, -0.0587813
128.183, -0.0587814
128.184, -0.0587815
128.185, -0.0587817
128.186, -0.0587817
128.187, -0.0587819
128.188, -0.0587819
128.189, -0.0587823
128.19, -0.0587823
128.191, -0.0587826
128.192, -0.0587827
128.193, -0.0587832
128.194, -0.0587833
128.195, -0.0587838
128.196, -0.0587842
128.197, -0.0587846
128.198, -0.0587853
128.199, -0.0587856
128.2, -0.0587863
128.201, -0.0587868
128.202, -0.0587873
128.203, -0.0587881
128.204, -0.0587885
128.205, -0.0587892
128.206, -0.0587897
128.207, -0.0587902
128.208, -0.0587907
128.209, -0.058791
128.21, -0.0587916
128.211, -0.0587919
128.212, -0.0587922
128.213, -0.0587925
128.214, -0.0587928
128.215, -0.0587934
128.216, -0.0587935
128.217, -0.0587939
128.218, -0.0587942
128.219, -0.0587944
128.22, -0.0587946
128.221, -0.0587947
128.222, -0.0587951
128.223, -0.0587951
128.224, -0.0587952
128.225, -0.0587953
128.226, -0.0587957
128.227, -0.0587957
128.228, -0.0587958
128.229, -0.0587959
128.23, -0.058796
128.231, -0.0587964
128.232, -0.0587963
128.233, -0.0587965
128.234, -0.0587965
128.235, -0.0587968
128.236, -0.0587968
128.237, -0.058797
128.238, -0.058797
128.239, -0.0587972
128.24, -0.0587972
128.241, -0.0587972
128.242, -0.0587973
128.243, -0.0587973
128.244, -0.0587975
128.245, -0.0587974
128.246, -0.0587975
128.247, -0.0587975
128.248, -0.0587975
128.249, -0.0587977
128.25, -0.0587976
128.251, -0.0587977
128.252, -0.0587976
128.253, -0.0587976
128.254, -0.0587977
128.255, -0.0587976
128.256, -0.0587977
128.257, -0.0587978
128.258, -0.0587976
128.259, -0.0587976
128.26, -0.0587977
128.261, -0.0587978
128.262, -0.0587978
128.263, -0.0587977
128.264, -0.0587977
128.265, -0.0587978
128.266, -0.0587978
128.267, -0.0587977
128.268, -0.0587979
128.269, -0.058798
128.27, -0.0587981
128.271, -0.0587982
128.272, -0.0587983
128.273, -0.0587984
128.274, -0.0587988
128.275, -0.0587989
128.276, -0.0587992
128.277, -0.0587994
128.278, -0.0587996
128.279, -0.0587999
128.28, -0.0588
128.281, -0.0588002
128.282, -0.0588003
128.283, -0.0588006
128.284, -0.0588008
128.285, -0.0588012
128.286, -0.0588017
128.287, -0.0588021
128.288, -0.0588025
128.289, -0.058803
128.29, -0.0588034
128.291, -0.0588038
128.292, -0.0588042
128.293, -0.0588046
128.294, -0.058805
128.295, -0.0588053
128.296, -0.0588057
128.297, -0.058806
128.298, -0.0588064
128.299, -0.0588067
128.3, -0.0588071
128.301, -0.0588078
128.302, -0.0588082
128.303, -0.0588088
128.304, -0.0588092
128.305, -0.0588097
128.306, -0.0588101
128.307, -0.0588105
128.308, -0.0588108
128.309, -0.0588111
128.31, -0.0588115
128.311, -0.0588117
128.312, -0.058812
128.313, -0.0588123
128.314, -0.0588125
128.315, -0.0588128
128.316, -0.058813
128.317, -0.0588132
128.318, -0.0588134
128.319, -0.0588136
128.32, -0.0588139
128.321, -0.0588141
128.322, -0.0588143
128.323, -0.0588145
128.324, -0.0588147
128.325, -0.0588149
128.326, -0.058815
128.327, -0.0588152
128.328, -0.0588154
128.329, -0.0588155
128.33, -0.0588156
128.331, -0.0588158
128.332, -0.0588159
128.333, -0.0588159
128.334, -0.058816
128.335, -0.058816
128.336, -0.0588161
128.337, -0.0588162
128.338, -0.0588162
128.339, -0.0588162
128.34, -0.0588163
128.341, -0.0588163
128.342, -0.0588163
128.343, -0.0588165
128.344, -0.0588166
128.345, -0.0588167
128.346, -0.0588167
128.347, -0.0588166
128.348, -0.0588168
128.349, -0.0588169
128.35, -0.058817
128.351, -0.0588169
128.352, -0.0588169
128.353, -0.0588169
128.354, -0.058817
128.355, -0.0588169
128.356, -0.0588169
128.357, -0.0588169
128.358, -0.058817
128.359, -0.0588169
128.36, -0.0588169
128.361, -0.0588167
128.362, -0.0588166
128.363, -0.0588166
128.364, -0.0588166
128.365, -0.0588167
128.366, -0.0588167
128.367, -0.0588165
128.368, -0.0588164
128.369, -0.0588163
128.37, -0.0588162
128.371, -0.0588162
128.372, -0.0588162
128.373, -0.0588162
128.374, -0.0588162
128.375, -0.0588162
128.376, -0.0588161
128.377, -0.0588159
128.378, -0.0588158
128.379, -0.0588157
128.38, -0.0588156
128.381, -0.0588155
128.382, -0.0588154
128.383, -0.0588154
128.384, -0.0588154
128.385, -0.0588153
128.386, -0.0588152
128.387, -0.0588152
128.388, -0.0588152
128.389, -0.0588151
128.39, -0.058815
128.391, -0.0588149
128.392, -0.0588148
128.393, -0.0588148
128.394, -0.0588148
128.395, -0.0588148
128.396, -0.0588148
128.397, -0.0588149
128.398, -0.0588149
128.399, -0.058815
128.4, -0.0588151
128.401, -0.0588152
128.402, -0.0588154
128.403, -0.0588155
128.404, -0.0588156
128.405, -0.0588158
128.406, -0.058816
128.407, -0.0588161
128.408, -0.0588161
128.409, -0.058816
128.41, -0.058816
128.411, -0.0588161
128.412, -0.0588162
128.413, -0.0588161
128.414, -0.0588161
128.415, -0.0588162
128.416, -0.0588162
128.417, -0.0588164
128.418, -0.0588163
128.419, -0.0588163
128.42, -0.0588164
128.421, -0.0588164
128.422, -0.0588164
128.423, -0.0588163
128.424, -0.0588164
128.425, -0.0588165
128.426, -0.0588165
128.427, -0.0588167
128.428, -0.0588167
128.429, -0.0588168
128.43, -0.0588168
128.431, -0.058817
128.432, -0.058817
128.433, -0.0588171
128.434, -0.0588171
128.435, -0.0588173
128.436, -0.0588173
128.437, -0.0588174
128.438, -0.0588174
128.439, -0.0588175
128.44, -0.0588175
128.441, -0.0588176
128.442, -0.0588176
128.443, -0.0588176
128.444, -0.0588177
128.445, -0.058818
128.446, -0.0588179
128.447, -0.058818
128.448, -0.0588182
128.449, -0.0588181
128.45, -0.0588182
128.451, -0.0588183
128.452, -0.0588183
128.453, -0.0588184
128.454, -0.0588183
128.455, -0.0588184
128.456, -0.0588183
128.457, -0.0588184
128.458, -0.0588183
128.459, -0.0588183
128.46, -0.0588183
128.461, -0.0588183
128.462, -0.0588182
128.463, -0.0588181
128.464, -0.058818
128.465, -0.0588178
128.466, -0.0588176
128.467, -0.0588175
128.468, -0.0588172
128.469, -0.0588169
128.47, -0.0588166
128.471, -0.0588162
128.472, -0.0588158
128.473, -0.0588152
128.474, -0.0588146
128.475, -0.058814
128.476, -0.0588133
128.477, -0.0588126
128.478, -0.0588117
128.479, -0.058811
128.48, -0.0588102
128.481, -0.0588093
128.482, -0.0588085
128.483, -0.0588076
128.484, -0.0588067
128.485, -0.0588057
128.486, -0.0588048
128.487, -0.0588038
128.488, -0.0588029
128.489, -0.0588019
128.49, -0.0588009
128.491, -0.0588
128.492, -0.058799
128.493, -0.0587981
128.494, -0.0587971
128.495, -0.0587963
128.496, -0.0587952
128.497, -0.0587942
128.498, -0.0587933
128.499, -0.0587927
128.5, -0.058792
128.501, -0.0587915
128.502, -0.0587913
128.503, -0.058791
128.504, -0.0587909
128.505, -0.0587908
128.506, -0.0587907
128.507, -0.0587907
128.508, -0.0587906
128.509, -0.0587907
128.51, -0.0587909
128.511, -0.0587908
128.512, -0.0587909
128.513, -0.0587909
128.514, -0.0587911
128.515, -0.0587911
128.516, -0.0587912
128.517, -0.0587914
128.518, -0.0587915
128.519, -0.058792
128.52, -0.0587921
128.521, -0.0587925
128.522, -0.0587928
128.523, -0.0587932
128.524, -0.0587938
128.525, -0.0587942
128.526, -0.058795
128.527, -0.0587954
128.528, -0.0587959
128.529, -0.0587967
128.53, -0.0587972
128.531, -0.0587978
128.532, -0.0587983
128.533, -0.0587988
128.534, -0.0587995
128.535, -0.0587999
128.536, -0.0588004
128.537, -0.0588008
128.538, -0.0588012
128.539, -0.0588015
128.54, -0.0588022
128.541, -0.0588025
128.542, -0.058803
128.543, -0.0588034
128.544, -0.0588037
128.545, -0.0588043
128.546, -0.0588044
128.547, -0.0588046
128.548, -0.0588048
128.549, -0.0588053
128.55, -0.0588053
128.551, -0.0588055
128.552, -0.0588056
128.553, -0.0588059
128.554, -0.058806
128.555, -0.0588061
128.556, -0.0588062
128.557, -0.0588065
128.558, -0.0588065
128.559, -0.0588067
128.56, -0.0588068
128.561, -0.0588069
128.562, -0.058807
128.563, -0.0588071
128.564, -0.0588072
128.565, -0.0588075
128.566, -0.0588075
128.567, -0.0588076
128.568, -0.0588077
128.569, -0.0588079
128.57, -0.0588081
128.571, -0.0588081
128.572, -0.0588082
128.573, -0.0588083
128.574, -0.0588084
128.575, -0.0588086
128.576, -0.0588086
128.577, -0.0588087
128.578, -0.0588088
128.579, -0.058809
128.58, -0.0588092
128.581, -0.0588094
128.582, -0.0588097
128.583, -0.0588101
128.584, -0.0588105
128.585, -0.0588109
128.586, -0.0588114
128.587, -0.058812
128.588, -0.0588127
128.589, -0.0588134
128.59, -0.0588142
128.591, -0.0588151
128.592, -0.0588161
128.593, -0.058817
128.594, -0.0588181
128.595, -0.0588192
128.596, -0.0588204
128.597, -0.0588216
128.598, -0.0588228
128.599, -0.0588241
128.6, -0.0588254
128.601, -0.0588267
128.602, -0.0588281
128.603, -0.0588294
128.604, -0.0588309
128.605, -0.0588325
128.606, -0.0588344
128.607, -0.0588363
128.608, -0.0588384
128.609, -0.0588406
128.61, -0.0588428
128.611, -0.058845
128.612, -0.0588473
128.613, -0.0588496
128.614, -0.058852
128.615, -0.0588543
128.616, -0.0588568
128.617, -0.0588592
128.618, -0.0588617
128.619, -0.0588641
128.62, -0.0588666
128.621, -0.0588691
128.622, -0.0588717
128.623, -0.0588743
128.624, -0.0588771
128.625, -0.0588799
128.626, -0.0588827
128.627, -0.0588857
128.628, -0.0588888
128.629, -0.058892
128.63, -0.0588953
128.631, -0.0588986
128.632, -0.0589019
128.633, -0.0589054
128.634, -0.0589088
128.635, -0.0589121
128.636, -0.0589154
128.637, -0.0589186
128.638, -0.0589219
128.639, -0.058925
128.64, -0.0589282
128.641, -0.0589313
128.642, -0.0589343
128.643, -0.0589374
128.644, -0.0589404
128.645, -0.0589433
128.646, -0.0589462
128.647, -0.0589491
128.648, -0.0589521
128.649, -0.058955
128.65, -0.0589579
128.651, -0.0589609
128.652, -0.0589639
128.653, -0.058967
128.654, -0.0589701
128.655, -0.0589732
128.656, -0.0589764
128.657, -0.0589796
128.658, -0.0589829
128.659, -0.0589861
128.66, -0.0589895
128.661, -0.0589928
128.662, -0.0589961
128.663, -0.0589995
128.664, -0.0590029
128.665, -0.0590063
128.666, -0.0590097
128.667, -0.0590131
128.668, -0.0590167
128.669, -0.0590203
128.67, -0.0590239
128.671, -0.0590277
128.672, -0.0590313
128.673, -0.059035
128.674, -0.0590386
128.675, -0.0590422
128.676, -0.0590458
128.677, -0.0590493
128.678, -0.0590529
128.679, -0.0590564
128.68, -0.0590599
128.681, -0.0590634
128.682, -0.0590669
128.683, -0.0590704
128.684, -0.0590739
128.685, -0.0590775
128.686, -0.059081
128.687, -0.0590845
128.688, -0.059088
128.689, -0.0590916
128.69, -0.0590952
128.691, -0.0590988
128.692, -0.0591027
128.693, -0.0591065
128.694, -0.0591104
128.695, -0.0591145
128.696, -0.0591186
128.697, -0.0591227
128.698, -0.0591269
128.699, -0.0591313
128.7, -0.0591356
128.701, -0.0591401
128.702, -0.0591445
128.703, -0.059149
128.704, -0.0591536
128.705, -0.0591582
128.706, -0.0591627
128.707, -0.0591673
128.708, -0.0591719
128.709, -0.0591765
128.71, -0.0591811
128.711, -0.0591857
128.712, -0.0591903
128.713, -0.059195
128.714, -0.0591998
128.715, -0.0592045
128.716, -0.0592091
128.717, -0.0592138
128.718, -0.0592184
128.719, -0.0592231
128.72, -0.0592277
128.721, -0.0592323
128.722, -0.0592369
128.723, -0.0592417
128.724, -0.0592464
128.725, -0.0592513
128.726, -0.0592562
128.727, -0.059261
128.728, -0.0592662
128.729, -0.0592714
128.73, -0.0592767
128.731, -0.0592821
128.732, -0.0592877
128.733, -0.0592933
128.734, -0.059299
128.735, -0.0593048
128.736, -0.0593106
128.737, -0.0593164
128.738, -0.0593223
128.739, -0.0593281
128.74, -0.059334
128.741, -0.0593399
128.742, -0.0593458
128.743, -0.0593515
128.744, -0.0593574
128.745, -0.0593632
128.746, -0.0593691
128.747, -0.0593749
128.748, -0.0593808
128.749, -0.059386
128.75, -0.0593908
128.751, -0.0593954
128.752, -0.0593995
128.753, -0.0594033
128.754, -0.059407
128.755, -0.0594106
128.756, -0.059414
128.757, -0.0594174
128.758, -0.059421
128.759, -0.0594244
128.76, -0.0594276
128.761, -0.0594309
128.762, -0.0594338
128.763, -0.0594367
128.764, -0.0594394
128.765, -0.0594418
128.766, -0.059444
128.767, -0.0594462
128.768, -0.0594482
128.769, -0.05945
128.77, -0.0594518
128.771, -0.0594533
128.772, -0.0594545
128.773, -0.0594555
128.774, -0.0594563
128.775, -0.0594568
128.776, -0.0594569
128.777, -0.0594567
128.778, -0.0594566
128.779, -0.0594565
128.78, -0.0594564
128.781, -0.0594564
128.782, -0.0594563
128.783, -0.0594562
128.784, -0.0594561
128.785, -0.0594559
128.786, -0.0594557
128.787, -0.0594556
128.788, -0.0594554
128.789, -0.0594552
128.79, -0.059455
128.791, -0.0594548
128.792, -0.0594545
128.793, -0.0594543
128.794, -0.059454
128.795, -0.0594538
128.796, -0.0594534
128.797, -0.0594531
128.798, -0.0594528
128.799, -0.0594525
128.8, -0.0594522
128.801, -0.0594518
128.802, -0.0594515
128.803, -0.0594512
128.804, -0.0594508
128.805, -0.0594504
128.806, -0.05945
128.807, -0.0594496
128.808, -0.0594492
128.809, -0.0594489
128.81, -0.0594485
128.811, -0.0594481
128.812, -0.0594477
128.813, -0.0594476
128.814, -0.0594475
128.815, -0.0594475
128.816, -0.0594473
128.817, -0.059447
128.818, -0.0594466
128.819, -0.0594461
128.82, -0.0594457
128.821, -0.0594454
128.822, -0.0594451
128.823, -0.059445
128.824, -0.0594448
128.825, -0.0594447
128.826, -0.0594447
128.827, -0.0594447
128.828, -0.0594447
128.829, -0.0594447
128.83, -0.0594447
128.831, -0.0594448
128.832, -0.0594449
128.833, -0.0594449
128.834, -0.0594451
128.835, -0.059445
128.836, -0.0594451
128.837, -0.0594453
128.838, -0.0594454
128.839, -0.0594457
128.84, -0.0594456
128.841, -0.0594457
128.842, -0.059446
128.843, -0.059446
128.844, -0.059446
128.845, -0.0594464
128.846, -0.0594464
128.847, -0.0594465
128.848, -0.059447
128.849, -0.0594471
128.85, -0.0594474
128.851, -0.0594476
128.852, -0.0594478
128.853, -0.0594479
128.854, -0.0594483
128.855, -0.0594485
128.856, -0.059449
128.857, -0.0594492
128.858, -0.0594497
128.859, -0.0594499
128.86, -0.0594505
128.861, -0.0594507
128.862, -0.0594512
128.863, -0.0594513
128.864, -0.0594518
128.865, -0.0594519
128.866, -0.0594523
128.867, -0.0594524
128.868, -0.0594527
128.869, -0.0594527
128.87, -0.059453
128.871, -0.0594529
128.872, -0.0594529
128.873, -0.0594531
128.874, -0.0594532
128.875, -0.0594535
128.876, -0.0594534
